event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,delta_area_over_amp,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns,ml_oracle_pred_ns,residual_ml_oracle_corrected_ns
54:245768:5775:245728,54,B4-B6,B4,B6,-5.262088480352645,5.262088480352645,0.0,0.0,0.0,0.0,0.0,0.0,-0.05959743943930729,7.7495379586812305,0.0,0.390296376446015,-0.7527628524303722,False,0.07438407376743661,-5.336472554120082,False,-0.19098589286418466,-5.07110258748846,0.05482615391488188,-5.316914634267527,-0.7633097693456062,-4.498778711007039
54:245768:5775:245728,54,B4-B8,B4,B8,-6.1309061208722255,6.1309061208722255,0.0,0.0,0.0,0.0,0.0,0.0,-0.2009644761276208,7.7495379586812305,-2.0,-0.07550825450867116,-1.9150693206686071,False,-1.2904724249163377,-4.840433695955888,False,-0.523636658527149,-5.6072694623450765,-0.8667138846700718,-5.264192236202153,-1.8952714659447067,-4.235634654927519
54:245768:5775:245728,54,B6-B8,B6,B8,-0.8688176405195804,0.8688176405195804,0.0,0.0,0.0,0.0,0.0,0.0,-0.14136703668831352,7.809135398120538,-2.0,-0.46580463095468616,-1.492174882685628,False,-1.1987949853037436,0.3299773447841632,False,-0.5245658252423735,-0.34425181527720694,0.11340468042455913,-0.9822223209441395,-1.514453900723516,0.6456362602039356
54:245835:5836:245795,54,B4-B6,B4,B6,-5.345240825809185,5.345240825809185,-73.5,73.5,76.5,79.5,-0.047497302301936696,0.04933892292808771,0.04935780991237326,7.346977483888435,-1.0,0.5254428906574624,-0.8359151978869122,False,-1.0543095698413445,-4.29093125596784,False,-1.1021835030431257,-4.2430573227660595,-1.9943837375614006,-3.3508570882477846,-0.8330271464407557,-4.512213679368429
54:245835:5836:245795,54,B4-B8,B4,B8,-1.7707471802608552,1.7707471802608552,3.0,3.0,3.0,3.0,0.001841620626151013,0.001841620626151013,-0.8160974836288979,7.396335293800808,0.0,-0.880784858685411,2.445089619942763,False,0.5956568032033125,-2.366403983464168,False,-0.2873209845636001,-1.483426195697255,0.078067003073376,-1.8488141833342313,2.504146265569071,-4.274893445829926
54:245835:5836:245795,54,B6-B8,B6,B8,3.57449364554833,3.57449364554833,76.5,76.5,76.5,76.5,0.04933892292808771,0.04933892292808771,-0.8654552935412712,7.346977483888435,1.0,-1.4062277493428734,2.9511364033822822,False,0.05994858093653038,3.5145450646117995,False,0.8484337050924504,2.7260599404558796,-1.5756959609939443,5.150189606542274,2.9413404158088876,0.6331532297394422
54:246372:6338:246332,54,B4-B6,B4,B6,-5.4818895231248455,5.4818895231248455,28.63000000000011,28.63000000000011,28.63000000000011,28.63000000000011,0.00967883705206224,0.00967883705206224,-0.029306126585498582,7.99260665240021,0.0,0.3082744769517838,-0.9725638952025726,False,-0.4592490087337857,-5.0226405143910595,False,-0.13263008310791816,-5.349259440016927,-1.186003074973524,-4.295886448151322,-0.964654490187899,-4.517235032936947
54:246372:6338:246332,54,B4-B8,B4,B8,-7.012672806704892,7.012672806704892,28.63000000000011,28.63000000000011,28.63000000000011,28.63000000000011,0.00967883705206224,0.00967883705206224,-0.07108598186930681,7.99260665240021,-1.0,-0.7332376188554122,-2.796836006501273,False,-1.6157441199952245,-5.396928686709667,False,-0.48814729463026857,-6.524525512074623,-0.8054551289475235,-6.207217677757368,-2.7790245117873416,-4.2336482949175505
54:246372:6338:246332,54,B6-B8,B6,B8,-1.5307832835800461,1.5307832835800461,0.0,0.0,0.0,0.0,0.0,0.0,-0.04177985528380823,8.021912778985708,-1.0,-1.041512095807196,-2.1541405257460937,False,-0.9904335978814081,-0.5403496856986381,False,-0.5200037686906938,-1.0107795148893524,0.2095073126526393,-1.7402905962326853,-2.1675393423231655,0.6367560587431194
54:247021:6940:246981,54,B4-B6,B4,B6,-4.035976611986364,4.035976611986364,0.0,0.0,0.0,0.0,0.0,0.0,0.25141398525246483,7.422971251049421,-1.0,0.5756226733485956,0.4733490159359093,False,-0.900105546619987,-3.1358710653663766,False,-1.4682669670450168,-2.567709644941347,-0.5811337907768783,-3.4548428212094855,0.4982239075118241,-4.534200519498188
54:247021:6940:246981,54,B4-B8,B4,B8,-4.309047922769459,4.309047922769459,0.0,0.0,0.0,0.0,0.0,0.0,0.1574080116975649,7.516977224604321,-1.0,0.27673104044373176,-0.0932111225658403,False,-1.5649736838394603,-2.7440742389299984,False,-0.5522877481916327,-3.756760174577826,-0.2100103174351573,-4.099037605334301,-0.11059729417902231,-4.198450628590436
54:247021:6940:246981,54,B6-B8,B6,B8,-0.2730713107830951,0.2730713107830951,0.0,0.0,0.0,0.0,0.0,0.0,-0.09400597355489992,7.422971251049421,0.0,-0.29889163290486387,-0.8964285529491427,False,-0.49880662383944235,0.22573531305634725,False,-0.4610631495852907,0.1879918388021956,-0.5557473220070202,0.28267601122392505,-0.906078479840503,0.633007169057408
54:247849:7705:247809,54,B4-B6,B4,B6,-5.066876488193383,5.066876488193383,0.0,0.0,0.0,0.0,0.0,0.0,-0.16244322640526754,7.59160941263049,0.0,0.05847008331229464,-0.5575508602711103,False,0.2662820974486461,-5.333158585642029,False,-0.18090474325133238,-4.885971744942051,0.005087766149186795,-5.07196425434257,-0.5418537564241984,-4.525022731769185
54:247849:7705:247809,54,B4-B8,B4,B8,-3.929462803707107,3.929462803707107,0.0,0.0,0.0,0.0,0.0,0.0,-0.46402439632267445,7.59160941263049,-3.0,-1.5152829758451523,0.2863739964965113,False,-1.1938130970998115,-2.735649706607296,False,-0.15328138840194788,-3.7761814153051594,-0.5140034278085719,-3.415459375898535,0.2798763789482791,-4.209339182655386
54:247849:7705:247809,54,B6-B8,B6,B8,1.137413684486276,1.137413684486276,0.0,0.0,0.0,0.0,0.0,0.0,-0.3015811699174069,7.754052639035757,-3.0,-1.573753059157447,0.5140564423202285,False,-1.2940336811684268,2.431447365654703,False,-0.2935508291466047,1.4309645136328808,-0.29054799568189327,1.4279616801681694,0.5499498669575791,0.587463817528697
54:248012:7854:247972,54,B4-B6,B4,B6,-3.1555808545976163,3.1555808545976163,0.0,0.0,0.0,0.0,0.0,0.0,-0.06441250513337238,7.911324018963352,0.0,0.032403979610613476,1.3537447733246566,False,0.08336841447642557,-3.238949269074042,False,-0.18090474325133238,-2.974676111346284,0.3822390423880079,-3.5378198969856243,1.3487541413774673,-4.504334995975084
54:248012:7854:247972,54,B4-B8,B4,B8,-1.524681768473684,1.524681768473684,0.0,0.0,0.0,0.0,0.0,0.0,-0.4521350725108437,7.911324018963352,1.0,-1.7020286227075223,2.6911550317299344,False,0.3607197973164082,-1.8854015657900922,False,0.7942933640592004,-2.3189751325328842,-0.16009194203251276,-1.364589826441171,2.687209952647801,-4.211891721121485
