method,split,stratum,bootstrap_unit,pid_auc,pid_balanced_accuracy,pid_ece,pid_confusion_tn,pid_confusion_fp,pid_confusion_fn,pid_confusion_tp,energy_fractional_bias,energy_fractional_sigma68,n_events,n_deuteron,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,pid_ece_ci_low,pid_ece_ci_high
1d_cnn,pileup_leakage,pileup_truth,source_run,0.7704007222723801,0.7374470449336759,0.09100859551401133,87,32,31,90,0.0388060570852728,0.2749257430704131,240,121,0.007275915459351025,0.0910311469085908,0.24344230460292016,0.3214283916106994,0.7352422980629584,0.8070175438596491,0.7078355098638511,0.7667407613225896,0.07485101931139707,0.15046775876796598
1d_cnn,saturation_interaction,unsaturated_truth,source_run,0.7604221868927751,0.7232379438261791,0.09974203927419403,120,33,50,98,0.004015401648122862,0.36016954775968674,301,148,-0.01966521268001334,0.01881093397447383,0.32011238953708626,0.38338746172361565,0.7388248017303533,0.7878371628371628,0.6927465023317788,0.7672485800200468,0.09974203927419406,0.1567451638324282
1d_cnn,saturation_interaction,saturated_truth,source_run,0.8210894552723638,0.7984132933533233,0.10714245640851158,75,17,19,68,0.09714454597943191,0.2868511496774571,179,87,0.06703201930619196,0.12111958523290066,0.20208301834045997,0.37847720692081466,0.7921677842362536,0.8465658475110271,0.7551105548602419,0.8436701639388594,0.09630763123322551,0.1654580440060154
1d_cnn,late_tail_shape_drift,tail_low,source_run,0.8123563218390804,0.7698275862068966,0.14315030978036203,68,12,27,60,0.015528078774033081,0.3274150629503032,167,87,-0.005715411769202553,0.03993003020499725,0.2840266942897358,0.3646346399018406,0.7344173441734417,0.877169117499064,0.7142857142857143,0.823905377607993,0.11313999945772031,0.22298008065010594
1d_cnn,late_tail_shape_drift,tail_high,source_run,0.7591251885369533,0.7359728506787331,0.08910072848136016,63,22,21,57,0.03749532646101944,0.32437570925007886,163,78,0.008199896266169154,0.11345898121011284,0.2788215329613286,0.3774577175435044,0.685302502375673,0.8212682379349047,0.6505319964737558,0.8136029411764706,0.07931003374432234,0.161264861704911
gradient_boosted_trees,run_held_out,all,source_run,0.8836647850629613,0.8239253148067738,0.09847620912746652,190,55,30,205,-0.004522285109286052,0.2678504188596708,480,235,-0.018299825262897272,0.007210763648160225,0.24118296909786216,0.3030908612066818,0.8500496414237172,0.9103378295631486,0.793872544755476,0.8565072302558399,0.07653053433108822,0.1299196204372802
gradient_boosted_trees,time_blocked,early,source_run,0.8371577781294509,0.8088305111568286,0.14182582747507105,65,24,8,63,-0.022643046082897657,0.2811903552357182,160,71,-0.039390292140984835,0.011833049984491181,0.22490970972013355,0.3164195470500575,0.781809462915601,0.8865320512820513,0.7647058823529411,0.8647646679561574,0.13453176364724606,0.20081503163959347
gradient_boosted_trees,time_blocked,middle,source_run,0.9157285803627266,0.8428705440900564,0.09677338871643366,63,15,10,72,0.030203221549606453,0.2525566450164627,160,82,-0.000981354434630896,0.06769286688637802,0.22789103524728055,0.29152170016637385,0.8604469448351305,0.9575708502024292,0.8059418366964785,0.8910492603396678,0.0724205617537022,0.14116408371018024
gradient_boosted_trees,time_blocked,late,source_run,0.9024390243902439,0.8242651657285803,0.0984842836803789,62,16,12,70,-0.015010386287181633,0.28761423185647017,160,82,-0.04067665700487402,0.03092197089354944,0.23560694177722344,0.3137939814647197,0.8830854999922062,0.9299014238773274,0.7994987468671679,0.855609681372549,0.07378294218521776,0.14695659338447406
gradient_boosted_trees,current_rate_stratified,current_low,source_run,0.8845443684153361,0.806614532420984,0.1247234502081622,73,20,17,82,-0.007208713586085877,0.261690241785206,192,99,-0.0304411849781642,0.02385854896619738,0.23063915366546484,0.32956588528177777,0.8694885361552027,0.8932461873638344,0.794973544973545,0.8117647058823529,0.1229117737636626,0.14599762852321388
gradient_boosted_trees,current_rate_stratified,current_mid,source_run,0.8154580981328701,0.7800694745983501,0.15467032878974135,34,13,8,41,-0.016284692842947028,0.25565425220858695,96,49,-0.016284692842947028,-0.016284692842947028,0.25565425220858695,0.25565425220858695,0.8154580981328701,0.8154580981328701,0.7800694745983501,0.7800694745983501,0.15467032878974135,0.15467032878974135
gradient_boosted_trees,current_rate_stratified,current_high,source_run,0.9164750957854406,0.8665024630541871,0.07738472322058114,83,22,5,82,0.003945456270256613,0.2805065465587766,192,87,-0.004393383028653472,0.009153750793210118,0.26522113845755296,0.2869170202554791,0.9158794421952317,0.9166666666666667,0.8475033738191633,0.8854166666666667,0.07317926081741231,0.1159192478283423
gradient_boosted_trees,pedestal_state,pedestal_quiet,source_run,0.8583701521845852,0.8346219931271477,0.1282967810957657,73,24,7,77,0.011624599517926432,0.2560451615098617,181,84,-0.039658164572428656,0.058254618591092884,0.2207161087464456,0.31365767160153013,0.8291396103896104,0.8925193290599538,0.7879411764705883,0.8834753635180893,0.10309138328428868,0.187276049236694
gradient_boosted_trees,pedestal_state,pedestal_memory,source_run,0.8857060185185186,0.8165509259259259,0.12918547144320536,50,14,8,46,-0.03604124983122896,0.29151650513582794,118,54,-0.047879193222421484,-0.026616708841352046,0.24424107779126417,0.32558073540373245,0.8101597276774024,0.9576068376068376,0.7698412698412698,0.8639774859287055,0.07142985798030191,0.20897439389071815
gradient_boosted_trees,pileup_leakage,single_truth,source_run,0.9189640768588136,0.8460735171261486,0.0811594192811528,106,20,17,97,-0.015010386287181633,0.2827736956451896,240,114,-0.03621506313540585,0.013900764017461383,0.2542757113231016,0.3454208618011375,0.9037697721413142,0.9428122570237013,0.8193185555423219,0.8797289321450906,0.05478479829208402,0.14142380033031188
gradient_boosted_trees,pileup_leakage,pileup_truth,source_run,0.8507535245503159,0.7992221682061255,0.12670236366751433,84,35,13,108,0.0005844718394778201,0.2583982716087918,240,121,-0.010773377590081979,0.035935284197081814,0.22059336982277322,0.3099024818045744,0.7867657891722063,0.8950247107340639,0.739568282856349,0.8442776735459663,0.11051270488729535,0.16654028835488355
gradient_boosted_trees,saturation_interaction,unsaturated_truth,source_run,0.859123829712065,0.817942942942943,0.13132333728605958,119,34,21,127,-0.022160209851435905,0.3194546319988565,301,148,-0.043785065185326176,-0.00012151248020741837,0.275438458018881,0.37167908298522884,0.8229750850418314,0.8944610778443114,0.7743793967817578,0.8544278606965174,0.11240468989318637,0.16525138895322664
gradient_boosted_trees,saturation_interaction,saturated_truth,source_run,0.9185407296351824,0.8341454272863569,0.08464810682627547,71,21,9,78,0.010743190155282082,0.17084299959784321,179,87,-0.007340024624856052,0.022632403293651435,0.15485667452375046,0.19274648749126874,0.875156054931336,0.9441919191919191,0.7764896953405018,0.8874928612221588,0.05035649055935758,0.14818576889222435
gradient_boosted_trees,late_tail_shape_drift,tail_low,source_run,0.9149425287356322,0.8320402298850574,0.09145696782950462,66,14,14,73,0.022632403293651435,0.29915021325520896,167,87,-0.005267805166754736,0.047460180808998574,0.24655955422501782,0.3448550787494418,0.8852892205720436,0.9414830256104824,0.7955194880007374,0.8601194709145215,0.07969716795661759,0.15947372705731525
gradient_boosted_trees,late_tail_shape_drift,tail_high,source_run,0.8627450980392156,0.8085972850678733,0.1398367806542785,59,26,6,72,-0.002320833207053311,0.25126645952148324,163,78,-0.023314121131906524,0.01609013508914165,0.23093873831816358,0.29492482165802736,0.8185364366512741,0.9092633556154318,0.7674208144796381,0.8508130081300813,0.10252734431952656,0.19759782777435636
mlp,run_held_out,all,source_run,0.7399044724272688,0.7122014763352149,0.0711170332333351,178,67,71,164,0.0021687323799745484,0.34900491528766325,480,235,-0.0381004814082296,0.020084289385691016,0.3293792459421551,0.36515086350890635,0.699550083705357,0.7629999838609216,0.6568372622282609,0.7555207460786729,0.06576064388387404,0.12969494136932277
mlp,time_blocked,early,source_run,0.7213166640291185,0.7088146858680171,0.10979341145170253,66,23,23,48,-0.04559124040201169,0.30113241625848325,160,71,-0.07090789365382083,-0.01645105904891686,0.29094225295665477,0.3209630507744641,0.6590302628215272,0.7753959638849491,0.638023855577047,0.7714285714285715,0.08961066614224363,0.1879998663112724
mlp,time_blocked,middle,source_run,0.7601626016260162,0.7315509693558474,0.08431743915217983,58,20,23,59,0.024138687266878088,0.3389713109090654,160,82,-0.019385660934033825,0.04073736268299208,0.32421639287136655,0.38677597041992867,0.7222759509993553,0.7912648703470203,0.6828997135605742,0.775557746157534,0.08431743915217983,0.19735843769531775
mlp,time_blocked,late,source_run,0.7324890556597873,0.6937148217636022,0.09001385417551584,54,24,25,57,0.02532103149674869,0.3867700855943419,160,82,-0.05907355177578636,0.07052249991574534,0.3502757741638117,0.4215002376598513,0.6876288190761423,0.7672780213971685,0.6481200137420315,0.7466953336518554,0.08592441712273843,0.1846368043135086
mlp,current_rate_stratified,current_low,source_run,0.7165200391006843,0.6831215379602477,0.08764955835203235,66,27,34,65,0.005643897030708294,0.34493390813748015,192,99,-0.04443164161788775,0.02446354056201016,0.32450138568046005,0.35460513047109377,0.6604938271604938,0.7620915032679738,0.626984126984127,0.7379084967320262,0.08764955835203235,0.16858194578817529
mlp,current_rate_stratified,current_mid,source_run,0.7372991749891447,0.6656534954407295,0.09869365672521747,29,18,14,35,0.02196676394783602,0.3557285205452211,96,49,0.02196676394783602,0.02196676394783602,0.3557285205452211,0.3557285205452211,0.7372991749891447,0.7372991749891447,0.6656534954407295,0.6656534954407295,0.09869365672521747,0.09869365672521747
mlp,current_rate_stratified,current_high,source_run,0.7605911330049262,0.7630541871921181,0.14929245730221447,83,22,23,64,-0.021231796734773788,0.32738791242503285,192,87,-0.04537344196498207,0.011342448517467563,0.32738791242503285,0.35811322975754906,0.7434895833333334,0.7678812415654521,0.75,0.7753036437246963,0.14929245730221444,0.1556563975939125
mlp,pedestal_state,pedestal_quiet,source_run,0.6775895925380462,0.6632302405498282,0.12749499523529065,64,33,28,56,0.020379109355340184,0.31392291585288284,181,84,-0.00943637799854965,0.06352579481855244,0.27140924027049074,0.35487820240617995,0.5742318905584212,0.7953451043338684,0.5557834470636891,0.7818376347135564,0.09685141358914962,0.19065085334477333
mlp,pedestal_state,pedestal_memory,source_run,0.7120949074074074,0.6869212962962963,0.14294190217804695,50,14,22,32,-0.047475987975701045,0.4180010245283319,118,54,-0.12174272745412826,0.005816072025593065,0.37652474334886393,0.48877562603742924,0.5809232480533926,0.8290844827586206,0.5770300333704116,0.7978260869565217,0.1059983799726691,0.2511722495975619
mlp,pileup_leakage,single_truth,source_run,0.751113895850738,0.7159565580618212,0.06748677557305859,92,34,34,80,-0.02260640692906376,0.39084841254794733,240,114,-0.08256486576475924,0.02190375927608243,0.36786035115182836,0.42590574141702897,0.7225996218222565,0.7865,0.6740676006197583,0.7647058823529411,0.06748677557305857,0.14290397050276527
mlp,pileup_leakage,pileup_truth,source_run,0.7272727272727274,0.708451975831655,0.08043869640511839,86,33,37,84,0.007988024982307378,0.3102461169999458,240,121,-0.00943637799854965,0.027035671392883393,0.28334711306328425,0.326221077702774,0.6714355163553025,0.7595472665979704,0.6380029184907234,0.7670186162823007,0.0690750052170959,0.14558100347076908
mlp,saturation_interaction,unsaturated_truth,source_run,0.7226196785020313,0.6938261791202968,0.10353314448542819,111,42,50,98,-0.021323027582108883,0.36093028341793354,301,148,-0.04063071684107196,0.010944184558510628,0.34252289905073685,0.3830395168629502,0.6639667956157317,0.7559380770114106,0.6294554174516844,0.7438146648672964,0.08988055558879565,0.16999086550253747
mlp,saturation_interaction,saturated_truth,source_run,0.7684907546226888,0.743440779610195,0.11318763857378498,67,25,21,66,0.018269652766774162,0.31948189295570995,179,87,-0.040771062360595835,0.05752117375010052,0.30338933596964646,0.3600638302385944,0.7407179739365626,0.801436361218247,0.7065404475043029,0.7893631494845913,0.09192530046335431,0.1757104451287071
mlp,late_tail_shape_drift,tail_low,source_run,0.7689655172413794,0.7208333333333333,0.1070394225789594,62,18,29,58,-0.02014490256751101,0.3440600250838357,167,87,-0.058606455975215466,0.03355486265204799,0.3086035790292002,0.38264174152413744,0.6867080358319573,0.847430024822,0.6652089511120016,0.8142857142857143,0.0888687161268742,0.23217566871777995
mlp,late_tail_shape_drift,tail_high,source_run,0.7283559577677226,0.7065610859728506,0.13844684507722446,58,27,21,57,-0.03469050940141242,0.3079409680670999,163,78,-0.05549469042784571,0.01015997793902169,0.2811333021691165,0.34432215571418484,0.6410294117647058,0.8237384896308856,0.6070426487093153,0.80130081300813,0.09538845594501459,0.23136576866538483
pedestal_memory_gated_residual_cnn_new,run_held_out,all,source_run,0.8770820668693009,0.8280937907077726,0.09002238332524215,191,54,29,206,-0.037430162375634304,0.2807104821700017,480,235,-0.04524712917037995,-0.02427367127133401,0.23910729284448426,0.2938082424019548,0.8397580042604847,0.9121043218558456,0.8085822648271543,0.8524291818325684,0.05345475816985089,0.13875396003529328
pedestal_memory_gated_residual_cnn_new,time_blocked,early,source_run,0.8371577781294509,0.8341509732552619,0.13454463183479382,67,22,6,65,-0.06384265168105992,0.26444142326342207,160,71,-0.09268076670774239,-0.04018314390596968,0.2350610109697392,0.30130502604736964,0.780618686868687,0.9042914979757085,0.8032125336287388,0.8870967741935484,0.12174325241139453,0.2021825525439455
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,source_run,0.9107254534083803,0.843183239524703,0.0722722672909503,64,14,11,71,-0.010833155522241558,0.27715063260061223,160,82,-0.023558505970611855,0.024628371375613547,0.23753740332092402,0.3162504980668375,0.8557510999371464,0.9610014443909486,0.8066666666666666,0.8818922305764412,0.07182352679298608,0.1370097173852034
pedestal_memory_gated_residual_cnn_new,time_blocked,late,source_run,0.8882113821138211,0.8114446529080676,0.10313019398042987,60,18,12,70,-0.03592257473372193,0.26131714203400014,160,82,-0.07504126613587499,-0.014838461718818518,0.21686505196766467,0.3781264475501268,0.8424185463659148,0.9422532564830901,0.7629317080793874,0.8690357142857141,0.07577583674340918,0.17438159082152493
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,source_run,0.8799826219181057,0.8170413815575106,0.09775348940609246,74,19,16,83,-0.032606915785590766,0.2918125719553154,192,99,-0.04224170887531592,-0.010711160194764624,0.2891093523471507,0.29941940490416163,0.8615520282186949,0.8906318082788671,0.8068783068783069,0.822875816993464,0.0943677452458665,0.13210774356410163
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,source_run,0.8059053408597481,0.8009118541033434,0.18039141199030556,35,12,7,42,-0.05025903584810167,0.23750860504613025,96,49,-0.05025903584810167,-0.05025903584810167,0.23750860504613025,0.23750860504613025,0.8059053408597481,0.8059053408597481,0.8009118541033434,0.8009118541033434,0.18039141199030556,0.18039141199030556
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,source_run,0.9104542966611933,0.8559934318555008,0.060845197863520765,82,23,6,81,-0.03334587158862509,0.2706886663315799,192,87,-0.03717083168134104,-0.03334587158862509,0.2199425733085118,0.2907176144399292,0.8852901484480432,0.9340277777777777,0.8387314439946019,0.875,0.04130011767275158,0.10497273568133916
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,source_run,0.8705203730976926,0.8116102110947472,0.1028939779039929,72,25,10,74,-0.038117200822938964,0.30299860029140563,181,84,-0.04286074210814309,-0.0054964015075012205,0.22123637512036634,0.36741937436141237,0.8333707109217314,0.9109149277688603,0.7806527674360884,0.8414125431530495,0.08805937493283028,0.17985863839951427
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,source_run,0.8888888888888888,0.8506944444444444,0.08798684719435852,52,12,6,48,-0.04566923389937277,0.25239895641372956,118,54,-0.07827898075682402,-0.02652594258140532,0.21599037004037458,0.2996551914089709,0.8277035873265253,0.9527210884353742,0.7986254106309887,0.8974914633389208,0.07263664288077162,0.15129448840506027
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,source_run,0.9092871066555277,0.83375104427736,0.07984702068900872,104,22,18,96,-0.04131981389046399,0.29435295732786226,240,114,-0.06224717769729614,-0.027968743810640205,0.2269260295844872,0.35600807348164837,0.8782641324156633,0.9430555555555555,0.8143375680580762,0.8666666666666667,0.05083612243943753,0.1492913749737593
pedestal_memory_gated_residual_cnn_new,pileup_leakage,pileup_truth,source_run,0.8447808875616363,0.8200916730328495,0.1089183155033615,87,32,11,110,-0.03640949838770565,0.26078465520009525,240,121,-0.04162267564248874,0.01762642376046563,0.2468951047320232,0.2837418758633327,0.7636022514071295,0.8924355856133254,0.7836089845908514,0.850930814115032,0.08095671707187725,0.17518247353713323
pedestal_memory_gated_residual_cnn_new,saturation_interaction,unsaturated_truth,source_run,0.8597862568450803,0.8144541600423953,0.1075680531114108,120,33,23,125,-0.06094481409005712,0.3267340764476383,301,148,-0.07677839823351787,-0.03994542006212553,0.3081684702879899,0.35555009134814997,0.817755625740229,0.9010089655887231,0.7825135403980705,0.8532338308457712,0.07660961417304538,0.1608591985192162
pedestal_memory_gated_residual_cnn_new,saturation_interaction,saturated_truth,source_run,0.8978010994502748,0.8513868065967016,0.07191628609226751,71,21,6,81,-0.0250971427339726,0.20346161065236185,179,87,-0.03874361216945061,0.018238143060768413,0.1744002196775021,0.21721388718738244,0.8485607008760951,0.9314709733740725,0.8093386390245871,0.8974780701754386,0.05055228781835785,0.14056346650924406
pedestal_memory_gated_residual_cnn_new,late_tail_shape_drift,tail_low,source_run,0.9185344827586207,0.850287356321839,0.08087931709439608,68,12,13,74,-0.034205152795399804,0.2993936884676194,167,87,-0.07778335008801354,-0.008646196949441007,0.27091964801725715,0.3314410116203901,0.8892983699503898,0.9535205825685222,0.8058509247622151,0.8863483680502112,0.056834235944159595,0.13640133002764487
pedestal_memory_gated_residual_cnn_new,late_tail_shape_drift,tail_high,source_run,0.852790346907994,0.8085972850678733,0.12346118614925779,59,26,6,72,-0.024714917390530017,0.23999618227334782,163,78,-0.038117200822938964,0.024914008939793984,0.22420687599557415,0.2579886355504608,0.8168051460734388,0.896910569105691,0.7766014473331546,0.8424736188025987,0.09040432334754753,0.19171777014202263
ridge,run_held_out,all,source_run,0.78363873208858,0.735909683022145,0.09809532131613632,199,46,80,155,-0.012295704734042458,0.29412718526426695,480,235,-0.03920308012859327,0.0034032750273253467,0.27143455311090886,0.32106203547544115,0.7529383085789904,0.8091329966329966,0.712110678531702,0.7571234024722397,0.08298071809752966,0.13629056429183392
ridge,time_blocked,early,source_run,0.7469536319037821,0.6989238803608167,0.11815632465878345,68,21,26,45,-0.0418345396357363,0.27741571013300675,160,71,-0.06301997275821682,-0.021912609101620753,0.2370541223740883,0.3154990054809018,0.6813475542072259,0.8112662493981704,0.6675191815856778,0.7401388888888889,0.09917725031443748,0.1959602877756873
ridge,time_blocked,middle,source_run,0.8039399624765478,0.7453095684803002,0.12698306856083746,63,15,26,56,0.04025791721023479,0.2967185671843773,160,82,-0.047244084351163756,0.05544955317109744,0.27181979491339336,0.3130883851264248,0.7575757575757577,0.8434878936540592,0.70042194092827,0.8032388663967611,0.08313004699243977,0.2066452998639618
ridge,time_blocked,late,source_run,0.7984677923702315,0.7651657285803628,0.1439088706979849,68,10,28,54,-0.00841953677848843,0.3094823380514382,160,82,-0.05466008028217097,0.029379249069806018,0.27612546089857715,0.33787165014911213,0.7713942779382155,0.8243750000000001,0.7487107360525083,0.7923969211349496,0.12167165775145003,0.22595172960828738
ridge,current_rate_stratified,current_low,source_run,0.7821222982513306,0.7587161942000652,0.12378128354625073,81,12,35,64,-0.010765124527445378,0.2899054029881841,192,99,-0.039020396496389644,0.0015306946508544359,0.270837474959018,0.2899054029881841,0.7389770723104057,0.8139433551198256,0.75,0.7620915032679738,0.10692491534694837,0.15814468823175434
ridge,current_rate_stratified,current_mid,source_run,0.7590099869735127,0.6997394702561877,0.10351274647437961,37,10,19,30,0.009724731869763692,0.26367082409199527,96,49,0.009724731869763692,0.009724731869763692,0.26367082409199527,0.26367082409199527,0.7590099869735127,0.7590099869735127,0.6997394702561877,0.6997394702561877,0.10351274647437961,0.10351274647437961
ridge,current_rate_stratified,current_high,source_run,0.7950738916256158,0.7362889983579639,0.12291399601325499,81,24,26,61,-0.030395167558786303,0.32062982734661505,192,87,-0.051083908947400905,-0.008957655612111023,0.3081196242058293,0.32655644001039597,0.7604166666666667,0.8209626630679263,0.7083333333333334,0.7584345479082322,0.12178856131630655,0.15642082206068517
ridge,pedestal_state,pedestal_quiet,source_run,0.7108492881688758,0.6814555719194895,0.1309510655974086,71,26,31,53,0.02065561097414204,0.26319058316544736,181,84,-0.030129122397119613,0.05207319884591246,0.23596637581518995,0.31363403152790237,0.6261795040596885,0.8031881530759557,0.6573529411764706,0.7102272727272727,0.09427496996808207,0.20401023509005284
ridge,pedestal_state,pedestal_memory,source_run,0.806712962962963,0.7630208333333333,0.1767466647180983,55,9,18,36,-0.09090385394273157,0.3207588435136288,118,54,-0.17716849005680563,-0.0048775447810068245,0.2872835719316769,0.35778659124929524,0.6831597222222222,0.8857142857142857,0.6620370370370371,0.8592139804639802,0.13750337911551708,0.2923598649238273
ridge,pileup_leakage,single_truth,source_run,0.7994291283764968,0.7391395154553049,0.10432921107371287,110,16,45,69,-0.028346060024435064,0.3192120489984646,240,114,-0.07859928646412845,-0.007427075405513945,0.27393459855223046,0.33806815800877366,0.7714328872483736,0.8262838826562608,0.7141657513348589,0.7671055396036137,0.08893003706564086,0.1623649713196522
ridge,pileup_leakage,pileup_truth,source_run,0.7640808389471491,0.729321480658379,0.11100997828045632,89,30,35,86,-0.0034868756454332394,0.2783202139102886,240,121,-0.024162483157886744,0.02047179243118515,0.23358523284870025,0.3148422099268464,0.7224928814501007,0.8028358571825507,0.6935726938038345,0.7573483427141964,0.09073316941239626,0.15841061384507285
ridge,saturation_interaction,unsaturated_truth,source_run,0.7545045045045045,0.7061252428899488,0.10964481426152625,122,31,57,91,-0.02033750123603158,0.32704867239837393,301,148,-0.04997060088838991,0.0034032750273253467,0.31699173555644006,0.34517846758572146,0.713410237923576,0.7863369507205124,0.6822898178789311,0.7329910141206675,0.08220300051697735,0.16297752592393464
ridge,saturation_interaction,saturated_truth,source_run,0.824087956021989,0.7862943528235882,0.13780195944100943,77,15,23,64,-0.00766294897441316,0.2506498414197547,179,87,-0.030129122397119613,0.03553583220594761,0.2080163542002512,0.268256459719827,0.7808249232119351,0.8686453576864536,0.7525362318840579,0.8182359065893202,0.10692299840022977,0.20599045502180957
ridge,late_tail_shape_drift,tail_low,source_run,0.8379310344827586,0.7363505747126438,0.1735370630884393,70,10,35,52,-0.04997060088838991,0.29812458470795067,167,87,-0.07895311544019755,-0.030129122397119613,0.246145320932656,0.3557261856854306,0.7793329362715903,0.8837108013937283,0.6492718332392245,0.8194390324791311,0.11038671413686313,0.2580914270611128
ridge,late_tail_shape_drift,tail_high,source_run,0.7438914027149321,0.7215686274509804,0.11017665599063742,66,19,26,52,0.05432343992430387,0.28823816947560393,163,78,-0.04898652405280891,0.09754160877780128,0.23793713338175626,0.30973448069354975,0.6637671080712688,0.8005120650953984,0.6707744155543437,0.7809343434343434,0.09074248962272309,0.18820007941704264
traditional_ar1_deltaE_over_E,run_held_out,all,source_run,0.829109856708641,0.7673903603994789,0.14508620857957696,204,41,70,165,0.05497258170468869,0.3269242324087376,480,235,0.010779574986698712,0.07853429846611208,0.30874617897249235,0.35013316148551826,0.8110206070732384,0.8399893255664658,0.7525027808676307,0.7808005003126954,0.11375347107114288,0.19561692965754227
traditional_ar1_deltaE_over_E,time_blocked,early,source_run,0.8007596138629531,0.7622250356068998,0.1334489707876002,73,16,21,50,0.05949722477796148,0.2784623417992683,160,71,-0.028542517858157864,0.08391847284884861,0.23659617516363554,0.306855981385733,0.7713972774213738,0.8570277240490007,0.7224759816207185,0.8210526315789474,0.10521834348555895,0.20998254922979726
