method,split,stratum,metric,ci_low,ci_high
1d_cnn,run_held_out,all,energy_fractional_bias,0.00930526233099366,0.08062693372558484
1d_cnn,run_held_out,all,energy_fractional_sigma68,0.31632534040347504,0.37378580289691044
1d_cnn,run_held_out,all,pid_auc,0.7678605631105153,0.8071045669729882
1d_cnn,run_held_out,all,pid_balanced_accuracy,0.7198002605297438,0.7907485544616346
1d_cnn,run_held_out,all,pid_ece,0.06782399229667918,0.13561590103760374
1d_cnn,time_blocked,early,energy_fractional_bias,-0.05594744106520596,0.08460595022288449
1d_cnn,time_blocked,early,energy_fractional_sigma68,0.24249043437115841,0.3240817182361387
1d_cnn,time_blocked,early,pid_auc,0.7035984848484848,0.811497975708502
1d_cnn,time_blocked,early,pid_balanced_accuracy,0.6723484848484849,0.7813765182186234
1d_cnn,time_blocked,early,pid_ece,0.09060143912855001,0.184991983707615
1d_cnn,time_blocked,middle,energy_fractional_bias,0.012074102726734079,0.09481294025960971
1d_cnn,time_blocked,middle,energy_fractional_sigma68,0.32994139372499576,0.4172383517614622
1d_cnn,time_blocked,middle,pid_auc,0.7757462103453665,0.8587301587301587
1d_cnn,time_blocked,middle,pid_balanced_accuracy,0.7367104440275172,0.8664528242841496
1d_cnn,time_blocked,middle,pid_ece,0.1044472024576807,0.20268245793781914
1d_cnn,time_blocked,late,energy_fractional_bias,0.012020854235967753,0.06346308819517461
1d_cnn,time_blocked,late,energy_fractional_sigma68,0.3098548071191176,0.4475209038679115
1d_cnn,time_blocked,late,pid_auc,0.7548972766364072,0.8379156010230179
1d_cnn,time_blocked,late,pid_balanced_accuracy,0.7042606516290727,0.7930223472417565
1d_cnn,time_blocked,late,pid_ece,0.08649598661415969,0.17724259089610495
1d_cnn,current_rate_stratified,current_low,energy_fractional_bias,0.032003795629350504,0.03584616117218802
1d_cnn,current_rate_stratified,current_low,energy_fractional_sigma68,0.29264044365454356,0.34141719728591724
1d_cnn,current_rate_stratified,current_low,pid_auc,0.767636684303351,0.8239651416122006
1d_cnn,current_rate_stratified,current_low,pid_balanced_accuracy,0.7261904761904762,0.8163398692810457
1d_cnn,current_rate_stratified,current_low,pid_ece,0.11263663224336183,0.1770890130423225
1d_cnn,current_rate_stratified,current_mid,energy_fractional_bias,0.02052767048635052,0.02052767048635052
1d_cnn,current_rate_stratified,current_mid,energy_fractional_sigma68,0.39642481034461885,0.39642481034461885
1d_cnn,current_rate_stratified,current_mid,pid_auc,0.7655232305688232,0.7655232305688232
1d_cnn,current_rate_stratified,current_mid,pid_balanced_accuracy,0.7095093356491533,0.7095093356491533
1d_cnn,current_rate_stratified,current_mid,pid_ece,0.09400324763439535,0.09400324763439535
1d_cnn,current_rate_stratified,current_high,energy_fractional_bias,-0.0071401115111652275,0.09726121400077542
1d_cnn,current_rate_stratified,current_high,energy_fractional_sigma68,0.3251183986152813,0.347343828398327
1d_cnn,current_rate_stratified,current_high,pid_auc,0.7690972222222222,0.7944219523166891
1d_cnn,current_rate_stratified,current_high,pid_balanced_accuracy,0.7361673414304993,0.7708333333333333
1d_cnn,current_rate_stratified,current_high,pid_ece,0.10693268672290496,0.14508931719152124
1d_cnn,pedestal_state,pedestal_quiet,energy_fractional_bias,0.03993003020499725,0.15505111194471824
1d_cnn,pedestal_state,pedestal_quiet,energy_fractional_sigma68,0.25226651897229596,0.3588644207321543
1d_cnn,pedestal_state,pedestal_quiet,pid_auc,0.6812592749629002,0.8099000287686996
1d_cnn,pedestal_state,pedestal_quiet,pid_balanced_accuracy,0.6384884460462158,0.7434066641365581
1d_cnn,pedestal_state,pedestal_quiet,pid_ece,0.08406702870866817,0.17880650360048783
1d_cnn,pedestal_state,pedestal_memory,energy_fractional_bias,-0.09540966063415914,0.05246184323726954
1d_cnn,pedestal_state,pedestal_memory,energy_fractional_sigma68,0.3627195060626578,0.5147580708994527
1d_cnn,pedestal_state,pedestal_memory,pid_auc,0.6689814814814815,0.8683229813664596
1d_cnn,pedestal_state,pedestal_memory,pid_balanced_accuracy,0.6726891856506939,0.8738191632928476
1d_cnn,pedestal_state,pedestal_memory,pid_ece,0.12863683286082586,0.24544017218701344
1d_cnn,pileup_leakage,single_truth,energy_fractional_bias,0.006107360628295518,0.04370280086525055
1d_cnn,pileup_leakage,single_truth,energy_fractional_sigma68,0.34546120530738345,0.4396367318876304
1d_cnn,pileup_leakage,single_truth,pid_auc,0.7637867647058822,0.8335604787369493
1d_cnn,pileup_leakage,single_truth,pid_balanced_accuracy,0.7226325691589436,0.8042804843705997
1d_cnn,pileup_leakage,single_truth,pid_ece,0.08339965559201781,0.1663409964690749
1d_cnn,pileup_leakage,pileup_truth,energy_fractional_bias,0.007275915459351025,0.0910311469085908
1d_cnn,pileup_leakage,pileup_truth,energy_fractional_sigma68,0.24344230460292016,0.3214283916106994
1d_cnn,pileup_leakage,pileup_truth,pid_auc,0.7352422980629584,0.8070175438596491
1d_cnn,pileup_leakage,pileup_truth,pid_balanced_accuracy,0.7078355098638511,0.7667407613225896
1d_cnn,pileup_leakage,pileup_truth,pid_ece,0.07485101931139707,0.15046775876796598
1d_cnn,saturation_interaction,unsaturated_truth,energy_fractional_bias,-0.01966521268001334,0.01881093397447383
1d_cnn,saturation_interaction,unsaturated_truth,energy_fractional_sigma68,0.32011238953708626,0.38338746172361565
1d_cnn,saturation_interaction,unsaturated_truth,pid_auc,0.7388248017303533,0.7878371628371628
1d_cnn,saturation_interaction,unsaturated_truth,pid_balanced_accuracy,0.6927465023317788,0.7672485800200468
1d_cnn,saturation_interaction,unsaturated_truth,pid_ece,0.09974203927419406,0.1567451638324282
1d_cnn,saturation_interaction,saturated_truth,energy_fractional_bias,0.06703201930619196,0.12111958523290066
1d_cnn,saturation_interaction,saturated_truth,energy_fractional_sigma68,0.20208301834045997,0.37847720692081466
1d_cnn,saturation_interaction,saturated_truth,pid_auc,0.7921677842362536,0.8465658475110271
1d_cnn,saturation_interaction,saturated_truth,pid_balanced_accuracy,0.7551105548602419,0.8436701639388594
1d_cnn,saturation_interaction,saturated_truth,pid_ece,0.09630763123322551,0.1654580440060154
1d_cnn,late_tail_shape_drift,tail_low,energy_fractional_bias,-0.005715411769202553,0.03993003020499725
1d_cnn,late_tail_shape_drift,tail_low,energy_fractional_sigma68,0.2840266942897358,0.3646346399018406
1d_cnn,late_tail_shape_drift,tail_low,pid_auc,0.7344173441734417,0.877169117499064
1d_cnn,late_tail_shape_drift,tail_low,pid_balanced_accuracy,0.7142857142857143,0.823905377607993
1d_cnn,late_tail_shape_drift,tail_low,pid_ece,0.11313999945772031,0.22298008065010594
1d_cnn,late_tail_shape_drift,tail_high,energy_fractional_bias,0.008199896266169154,0.11345898121011284
1d_cnn,late_tail_shape_drift,tail_high,energy_fractional_sigma68,0.2788215329613286,0.3774577175435044
1d_cnn,late_tail_shape_drift,tail_high,pid_auc,0.685302502375673,0.8212682379349047
1d_cnn,late_tail_shape_drift,tail_high,pid_balanced_accuracy,0.6505319964737558,0.8136029411764706
1d_cnn,late_tail_shape_drift,tail_high,pid_ece,0.07931003374432234,0.161264861704911
gradient_boosted_trees,run_held_out,all,energy_fractional_bias,-0.018299825262897272,0.007210763648160225
gradient_boosted_trees,run_held_out,all,energy_fractional_sigma68,0.24118296909786216,0.3030908612066818
gradient_boosted_trees,run_held_out,all,pid_auc,0.8500496414237172,0.9103378295631486
gradient_boosted_trees,run_held_out,all,pid_balanced_accuracy,0.793872544755476,0.8565072302558399
gradient_boosted_trees,run_held_out,all,pid_ece,0.07653053433108822,0.1299196204372802
gradient_boosted_trees,time_blocked,early,energy_fractional_bias,-0.039390292140984835,0.011833049984491181
gradient_boosted_trees,time_blocked,early,energy_fractional_sigma68,0.22490970972013355,0.3164195470500575
gradient_boosted_trees,time_blocked,early,pid_auc,0.781809462915601,0.8865320512820513
gradient_boosted_trees,time_blocked,early,pid_balanced_accuracy,0.7647058823529411,0.8647646679561574
gradient_boosted_trees,time_blocked,early,pid_ece,0.13453176364724606,0.20081503163959347
gradient_boosted_trees,time_blocked,middle,energy_fractional_bias,-0.000981354434630896,0.06769286688637802
gradient_boosted_trees,time_blocked,middle,energy_fractional_sigma68,0.22789103524728055,0.29152170016637385
gradient_boosted_trees,time_blocked,middle,pid_auc,0.8604469448351305,0.9575708502024292
gradient_boosted_trees,time_blocked,middle,pid_balanced_accuracy,0.8059418366964785,0.8910492603396678
gradient_boosted_trees,time_blocked,middle,pid_ece,0.0724205617537022,0.14116408371018024
gradient_boosted_trees,time_blocked,late,energy_fractional_bias,-0.04067665700487402,0.03092197089354944
gradient_boosted_trees,time_blocked,late,energy_fractional_sigma68,0.23560694177722344,0.3137939814647197
gradient_boosted_trees,time_blocked,late,pid_auc,0.8830854999922062,0.9299014238773274
gradient_boosted_trees,time_blocked,late,pid_balanced_accuracy,0.7994987468671679,0.855609681372549
gradient_boosted_trees,time_blocked,late,pid_ece,0.07378294218521776,0.14695659338447406
gradient_boosted_trees,current_rate_stratified,current_low,energy_fractional_bias,-0.0304411849781642,0.02385854896619738
gradient_boosted_trees,current_rate_stratified,current_low,energy_fractional_sigma68,0.23063915366546484,0.32956588528177777
gradient_boosted_trees,current_rate_stratified,current_low,pid_auc,0.8694885361552027,0.8932461873638344
gradient_boosted_trees,current_rate_stratified,current_low,pid_balanced_accuracy,0.794973544973545,0.8117647058823529
gradient_boosted_trees,current_rate_stratified,current_low,pid_ece,0.1229117737636626,0.14599762852321388
gradient_boosted_trees,current_rate_stratified,current_mid,energy_fractional_bias,-0.016284692842947028,-0.016284692842947028
gradient_boosted_trees,current_rate_stratified,current_mid,energy_fractional_sigma68,0.25565425220858695,0.25565425220858695
gradient_boosted_trees,current_rate_stratified,current_mid,pid_auc,0.8154580981328701,0.8154580981328701
gradient_boosted_trees,current_rate_stratified,current_mid,pid_balanced_accuracy,0.7800694745983501,0.7800694745983501
gradient_boosted_trees,current_rate_stratified,current_mid,pid_ece,0.15467032878974135,0.15467032878974135
gradient_boosted_trees,current_rate_stratified,current_high,energy_fractional_bias,-0.004393383028653472,0.009153750793210118
gradient_boosted_trees,current_rate_stratified,current_high,energy_fractional_sigma68,0.26522113845755296,0.2869170202554791
gradient_boosted_trees,current_rate_stratified,current_high,pid_auc,0.9158794421952317,0.9166666666666667
gradient_boosted_trees,current_rate_stratified,current_high,pid_balanced_accuracy,0.8475033738191633,0.8854166666666667
gradient_boosted_trees,current_rate_stratified,current_high,pid_ece,0.07317926081741231,0.1159192478283423
gradient_boosted_trees,pedestal_state,pedestal_quiet,energy_fractional_bias,-0.039658164572428656,0.058254618591092884
gradient_boosted_trees,pedestal_state,pedestal_quiet,energy_fractional_sigma68,0.2207161087464456,0.31365767160153013
gradient_boosted_trees,pedestal_state,pedestal_quiet,pid_auc,0.8291396103896104,0.8925193290599538
gradient_boosted_trees,pedestal_state,pedestal_quiet,pid_balanced_accuracy,0.7879411764705883,0.8834753635180893
gradient_boosted_trees,pedestal_state,pedestal_quiet,pid_ece,0.10309138328428868,0.187276049236694
gradient_boosted_trees,pedestal_state,pedestal_memory,energy_fractional_bias,-0.047879193222421484,-0.026616708841352046
gradient_boosted_trees,pedestal_state,pedestal_memory,energy_fractional_sigma68,0.24424107779126417,0.32558073540373245
gradient_boosted_trees,pedestal_state,pedestal_memory,pid_auc,0.8101597276774024,0.9576068376068376
gradient_boosted_trees,pedestal_state,pedestal_memory,pid_balanced_accuracy,0.7698412698412698,0.8639774859287055
gradient_boosted_trees,pedestal_state,pedestal_memory,pid_ece,0.07142985798030191,0.20897439389071815
gradient_boosted_trees,pileup_leakage,single_truth,energy_fractional_bias,-0.03621506313540585,0.013900764017461383
gradient_boosted_trees,pileup_leakage,single_truth,energy_fractional_sigma68,0.2542757113231016,0.3454208618011375
gradient_boosted_trees,pileup_leakage,single_truth,pid_auc,0.9037697721413142,0.9428122570237013
gradient_boosted_trees,pileup_leakage,single_truth,pid_balanced_accuracy,0.8193185555423219,0.8797289321450906
gradient_boosted_trees,pileup_leakage,single_truth,pid_ece,0.05478479829208402,0.14142380033031188
gradient_boosted_trees,pileup_leakage,pileup_truth,energy_fractional_bias,-0.010773377590081979,0.035935284197081814
gradient_boosted_trees,pileup_leakage,pileup_truth,energy_fractional_sigma68,0.22059336982277322,0.3099024818045744
gradient_boosted_trees,pileup_leakage,pileup_truth,pid_auc,0.7867657891722063,0.8950247107340639
gradient_boosted_trees,pileup_leakage,pileup_truth,pid_balanced_accuracy,0.739568282856349,0.8442776735459663
gradient_boosted_trees,pileup_leakage,pileup_truth,pid_ece,0.11051270488729535,0.16654028835488355
gradient_boosted_trees,saturation_interaction,unsaturated_truth,energy_fractional_bias,-0.043785065185326176,-0.00012151248020741837
gradient_boosted_trees,saturation_interaction,unsaturated_truth,energy_fractional_sigma68,0.275438458018881,0.37167908298522884
gradient_boosted_trees,saturation_interaction,unsaturated_truth,pid_auc,0.8229750850418314,0.8944610778443114
gradient_boosted_trees,saturation_interaction,unsaturated_truth,pid_balanced_accuracy,0.7743793967817578,0.8544278606965174
gradient_boosted_trees,saturation_interaction,unsaturated_truth,pid_ece,0.11240468989318637,0.16525138895322664
gradient_boosted_trees,saturation_interaction,saturated_truth,energy_fractional_bias,-0.007340024624856052,0.022632403293651435
gradient_boosted_trees,saturation_interaction,saturated_truth,energy_fractional_sigma68,0.15485667452375046,0.19274648749126874
gradient_boosted_trees,saturation_interaction,saturated_truth,pid_auc,0.875156054931336,0.9441919191919191
gradient_boosted_trees,saturation_interaction,saturated_truth,pid_balanced_accuracy,0.7764896953405018,0.8874928612221588
gradient_boosted_trees,saturation_interaction,saturated_truth,pid_ece,0.05035649055935758,0.14818576889222435
gradient_boosted_trees,late_tail_shape_drift,tail_low,energy_fractional_bias,-0.005267805166754736,0.047460180808998574
gradient_boosted_trees,late_tail_shape_drift,tail_low,energy_fractional_sigma68,0.24655955422501782,0.3448550787494418
gradient_boosted_trees,late_tail_shape_drift,tail_low,pid_auc,0.8852892205720436,0.9414830256104824
gradient_boosted_trees,late_tail_shape_drift,tail_low,pid_balanced_accuracy,0.7955194880007374,0.8601194709145215
gradient_boosted_trees,late_tail_shape_drift,tail_low,pid_ece,0.07969716795661759,0.15947372705731525
gradient_boosted_trees,late_tail_shape_drift,tail_high,energy_fractional_bias,-0.023314121131906524,0.01609013508914165
gradient_boosted_trees,late_tail_shape_drift,tail_high,energy_fractional_sigma68,0.23093873831816358,0.29492482165802736
gradient_boosted_trees,late_tail_shape_drift,tail_high,pid_auc,0.8185364366512741,0.9092633556154318
