observable,data_n,sim_n,data_median,data_q16,data_q84,sim_median,sim_q16,sim_q84,quantile_distance
hit_multiplicity,584406,242095,1.0,1.0,1.0,2.0,1.0,4.0,0.40350877192982454
penetration_depth_idx,584406,242095,0.0,0.0,0.0,1.0,0.0,3.0,0.40350877192982454
event_energy_estimate,584406,242095,4.022186666630427,1.6379606888176554,4.934818642625212,61.97636032104492,43.19939056396485,86.35175903320312,1.4033939103693935
pulse_time_span_proxy,0,242095,,,,0.42249107360839844,0.0,0.9998830032348632,
