observable,stave,units,data_n,sim_n,data_median,data_q16,data_q84,sim_median,sim_q16,sim_q84,quantile_distance,data_median_run_ci95
pulse_amplitude,B2,ADC vs MeV,579229,371089,5753.0,2842.5,8003.0,18.61489486694336,9.937019882202149,41.693332214355465,1.0612003865288524,"[4694.325, 6229.7875]"
pulse_energy_estimate,B2,MeV,579229,371089,3.9101533470305654,1.5431876824782107,4.863310246472665,18.61489486694336,9.937019882202149,41.693332214355465,0.6098529857968479,"[3.3686140968231557, 4.177189072984092]"
pulse_amplitude,B4,ADC vs MeV,36115,175489,2937.5,1889.0,4072.5,14.900776863098145,10.58847881317139,39.842841339111324,1.3571323231244605,"[2878.5625, 2997.15]"
pulse_energy_estimate,B4,MeV,36115,175489,1.6934251637971067,0.8120339603536935,2.801582766915353,14.900776863098145,10.58847881317139,39.842841339111324,0.6212036981932008,"[1.5869799915460936, 1.7692953209404472]"
pulse_amplitude,B6,ADC vs MeV,17944,100797,2795.75,1740.5,3790.5599999999995,17.951007843017578,12.964255867004395,23.149179611206055,1.3507651963224938,"[2713.0, 2869.94375]"
pulse_energy_estimate,B6,MeV,17944,100797,1.5364784063700054,0.7772279928544635,2.528640855848174,17.951007843017578,12.964255867004395,23.149179611206055,1.5018465799990963,"[1.4457561242666168, 1.6002081189570063]"
pulse_amplitude,B8,ADC vs MeV,7252,69737,3091.75,1788.66,4257.42,19.762296676635742,9.740404739379883,35.957562103271485,1.2373245819733036,"[2950.03125, 3167.4875]"
pulse_energy_estimate,B8,MeV,7252,69737,1.9196122742031556,0.8028924881543326,3.003139893522857,19.762296676635742,9.740404739379883,35.957562103271485,0.7855881283762908,"[1.6604826787159805, 2.0471400186769775]"
