method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.023105417371831,0.0402476780185758,0.22820765571671336,"[0.038896342752029654, 0.04142014485204257]","[-0.02672063552098548, -0.018308759169412096]","[0.20529338400673086, 0.2613519711088781]"
physics_residual_mlp,neural_physics_residual_new_architecture,332852,0.00525795596477795,0.052562258834680964,0.19911443646157492,"[0.0461519149250898, 0.06493096272060075]","[0.00028190009745526523, 0.010055291245306356]","[0.18062417461205266, 0.22841083460707]"
gradient_boosted_trees,ml_tree,332852,-0.016114830696575193,0.05601935833531189,0.20689078232469743,"[0.04736475037661833, 0.06805872455324045]","[-0.020816635473858338, -0.005872218882847843]","[0.18329043773920653, 0.23496222171128794]"
1d_cnn,neural_waveform,332852,-0.0024077718823237804,0.06640477253980406,0.23000304070592933,"[0.04934037443229084, 0.09638769192677839]","[-0.009303169687949215, 0.012020243679181558]","[0.19205897907003489, 0.2818419151114542]"
ridge,ml_linear,332852,-0.020026463498157357,0.09660704157518918,0.29790631162730985,"[0.08583318559700058, 0.12072188070203585]","[-0.030575670804849162, 0.0019529023538302184]","[0.2708536495793852, 0.3351110230497075]"
mlp,neural_tabular,332852,-0.0018721303604538192,0.11375281621366964,0.33973175969727415,"[0.07787446185907008, 0.1567998497290843]","[-0.010000805282984368, 0.014144085824344316]","[0.3004974972118763, 0.39851953735935214]"
old_power_law,traditional_empirical,332852,-0.2976345587744341,0.4623746634203161,1.656291344449944,"[0.44682286058579357, 0.547733973989033]","[-0.34814525481066505, -0.13657677445050115]","[1.5498205643623717, 1.7391144357725876]"
