method,n,balanced_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,macro_precision_ci_low,macro_precision_ci_high,macro_recall_ci_low,macro_recall_ci_high
gradient_boosted_trees,3108,0.9239761904761905,0.9033985536577036,0.8872774034294733,0.9239761904761905,0.8982740361953022,0.9387713603907111,0.8753441544816043,0.9242911390548276,0.8584262195044186,0.9185277153594328,0.8982740361953022,0.9387713603907111
ridge,3108,0.8955059523809524,0.7790962893819292,0.7198534424454958,0.8955059523809524,0.8581047553366248,0.934299337394746,0.7574999314093355,0.8056918859507698,0.696875833209612,0.7544242765775467,0.8581047553366248,0.934299337394746
hybrid_cnn_tabular,3108,0.863779761904762,0.7450317869830971,0.7326505740807395,0.863779761904762,0.836564653079532,0.8885324843492344,0.7266981828775788,0.7713258536950457,0.7081972252007706,0.7579896540568598,0.836564653079532,0.8885324843492344
traditional_bands,3108,0.8059285714285713,0.6839812929292775,0.703975953293503,0.8059285714285713,0.7701612025969979,0.8430423452906486,0.659147012579708,0.7075083021026269,0.6777257552117031,0.7324900296338591,0.7701612025969979,0.8430423452906486
mlp,3108,0.7966190476190477,0.8234140565621834,0.8819636217191721,0.7966190476190477,0.7406908471829579,0.8349045354934503,0.7637143024986075,0.8649306656845687,0.8144299324910125,0.9473486343692026,0.7406908471829579,0.8349045354934503
cnn1d,3108,0.5850892857142858,0.5717076088852018,0.604650134284305,0.5850892857142858,0.5429897353619889,0.6477061382400671,0.5262488292678429,0.6070555284185394,0.572318535994748,0.6436508167188764,0.5429897353619889,0.6477061382400671
