stratum,value,method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
spacing_bin,"(-0.001, 10.0]",1d_cnn,,,1.0479268662495311,13.59111846939311,0.25555555555555554,0.5212765957446809,,0.013307515255436034,0.06988030323402336,94,94
spacing_bin,"(10.0, 25.0]",1d_cnn,,,0.6819967672856109,7.888184623633758,0.1111111111111111,0.4461538461538462,,0.007039103302958331,0.08426017580551885,65,65
spacing_bin,"(25.0, 45.0]",1d_cnn,,,-0.8917420714399293,8.446356165140333,0.08333333333333333,0.323943661971831,,0.0004614350121423384,0.10718019466176207,71,71
spacing_bin,"(45.0, 70.0]",1d_cnn,,,-2.4022534115497107,13.545031662728988,0.3,0.14285714285714285,,-0.03209581837871641,0.10244631319585176,70,70
spacing_bin,"(-0.001, 10.0]",causal_transformer_new,,,-2.373711265115581,13.458059120906213,0.25,0.3404255319148936,,0.06438438989361975,0.0951765621834408,94,94
spacing_bin,"(10.0, 25.0]",causal_transformer_new,,,-4.938484300535526,10.37023198004264,0.18181818181818182,0.3230769230769231,,0.03305975180955932,0.05429062344027144,65,65
spacing_bin,"(25.0, 45.0]",causal_transformer_new,,,-2.4495595665947922,6.429848979474823,0.07894736842105263,0.19718309859154928,,0.015712580653041232,0.07717502581502303,71,71
spacing_bin,"(45.0, 70.0]",causal_transformer_new,,,-8.51587758171162,11.464086123751615,0.30701754385964913,0.18571428571428572,,-0.060489447024474036,0.10228281333969416,70,70
spacing_bin,"(-0.001, 10.0]",gradient_boosted_trees,,,-0.6074064498622711,6.880256250164732,0.046296296296296294,0.425531914893617,,0.021974085266504136,0.07977216918967191,94,94
spacing_bin,"(10.0, 25.0]",gradient_boosted_trees,,,-1.0303782622191715,8.389463230051488,0.1125,0.38461538461538464,,0.013273562917654386,0.044696022130057536,65,65
