heldout_run,check,value,unit
58,train_heldout_run_overlap,0.0,runs
58,train_heldout_event_id_overlap,0.0,events
58,fit_targets_include_event_residuals,0.0,bool
58,features_include_run_event_or_other_stave_time,0.0,bool
58,n_single_stave_features,36.0,features
59,train_heldout_run_overlap,0.0,runs
59,train_heldout_event_id_overlap,0.0,events
59,fit_targets_include_event_residuals,0.0,bool
59,features_include_run_event_or_other_stave_time,0.0,bool
59,n_single_stave_features,36.0,features
60,train_heldout_run_overlap,0.0,runs
60,train_heldout_event_id_overlap,0.0,events
60,fit_targets_include_event_residuals,0.0,bool
60,features_include_run_event_or_other_stave_time,0.0,bool
60,n_single_stave_features,36.0,features
61,train_heldout_run_overlap,0.0,runs
61,train_heldout_event_id_overlap,0.0,events
61,fit_targets_include_event_residuals,0.0,bool
61,features_include_run_event_or_other_stave_time,0.0,bool
61,n_single_stave_features,36.0,features
62,train_heldout_run_overlap,0.0,runs
62,train_heldout_event_id_overlap,0.0,events
62,fit_targets_include_event_residuals,0.0,bool
62,features_include_run_event_or_other_stave_time,0.0,bool
62,n_single_stave_features,36.0,features
63,train_heldout_run_overlap,0.0,runs
63,train_heldout_event_id_overlap,0.0,events
63,fit_targets_include_event_residuals,0.0,bool
63,features_include_run_event_or_other_stave_time,0.0,bool
63,n_single_stave_features,36.0,features
65,train_heldout_run_overlap,0.0,runs
65,train_heldout_event_id_overlap,0.0,events
65,fit_targets_include_event_residuals,0.0,bool
65,features_include_run_event_or_other_stave_time,0.0,bool
65,n_single_stave_features,36.0,features
