roc_auc,average_precision,balanced_accuracy,error_rate,n_events,n_deuteron,method,stratum,value
0.999703133025167,0.9999603057396474,0.9923923985618901,0.002577319587628866,3104.0,2750.0,1d_cnn,sample,I
0.9998463826096192,0.9992441846791644,0.9988523127577844,0.0011930983847283406,10896.0,4250.0,1d_cnn,sample,II
0.9764714946070878,0.9920365696794406,0.9589974319465845,0.011597938144329897,3104.0,2750.0,bayesian_deltae_e_template_traditional,sample,I
0.9402100157547221,0.8395472694796312,0.7896043263528704,0.18437958883994127,10896.0,4250.0,bayesian_deltae_e_template_traditional,sample,II
0.9992953261427838,0.9998991096757059,0.9913436055469954,0.0022551546391752575,3104.0,2750.0,deltae_residual_fusion_new,sample,I
0.9997714680214548,0.9990576547529367,0.9985609743144925,0.0016519823788546256,10896.0,4250.0,deltae_residual_fusion_new,sample,II
0.9985238828967642,0.9997533359814806,0.9939866461222393,0.0019329896907216496,3104.0,2750.0,gradient_boosted_trees,sample,I
0.999958241135756,0.9999233301567423,0.9996142394363704,0.0003671071953010279,10896.0,4250.0,gradient_boosted_trees,sample,II
0.9995192604006163,0.9999327075819789,0.9939866461222393,0.0019329896907216496,3104.0,2750.0,mlp,sample,I
0.999887663521623,0.9996851482699101,0.999002779203767,0.0010095447870778268,10896.0,4250.0,mlp,sample,II
0.9968556753980482,0.9984986629182249,0.9803656908063687,0.006443298969072165,3104.0,2750.0,ridge,sample,I
0.9960645766582288,0.9790794565526739,0.984523658635889,0.01789647577092511,10896.0,4250.0,ridge,sample,II
0.9990559835644582,0.9998657137690806,0.9927560349255264,0.0019329896907216496,3104.0,2750.0,tiny_transformer,sample,I
0.999911065479457,0.999811954917305,0.9988619072064577,0.0012848751835535977,10896.0,4250.0,tiny_transformer,sample,II
0.9999646830062097,0.9997841135087973,0.9923443624229903,0.002857142857142857,3500.0,489.0,1d_cnn,deltae_bin,q1
0.999788558734817,0.9894358015003542,0.9998522458628842,0.00028571428571428574,3500.0,116.0,1d_cnn,deltae_bin,q2
0.9995640225787285,0.9999320101001834,0.9954545454545455,0.001142857142857143,3500.0,3060.0,1d_cnn,deltae_bin,q3
0.9999164054336468,0.9999958489003111,0.9818181818181818,0.0017142857142857142,3500.0,3335.0,1d_cnn,deltae_bin,q4
0.9612752558953911,0.677701069607302,0.9554703646275857,0.07514285714285714,3500.0,489.0,bayesian_deltae_e_template_traditional,deltae_bin,q1
0.9882331662183093,0.5873174078236414,0.9846335697399526,0.029714285714285714,3500.0,116.0,bayesian_deltae_e_template_traditional,deltae_bin,q2
0.8075512477718361,0.9544431805721393,0.6399138443256089,0.4322857142857143,3500.0,3060.0,bayesian_deltae_e_template_traditional,deltae_bin,q3
0.4911280723274726,0.930068217863809,0.5201626459497524,0.047142857142857146,3500.0,3335.0,bayesian_deltae_e_template_traditional,deltae_bin,q4
0.9994668492283576,0.9951339669331437,0.9956040530325412,0.003142857142857143,3500.0,489.0,deltae_residual_fusion_new,deltae_bin,q1
0.9999974525148774,0.999926318891836,0.9998522458628842,0.00028571428571428574,3500.0,116.0,deltae_residual_fusion_new,deltae_bin,q2
0.9992765894236483,0.9998750063701185,0.9954545454545455,0.001142857142857143,3500.0,3060.0,deltae_residual_fusion_new,deltae_bin,q3
0.9999254917995548,0.99999630747074,0.9727272727272727,0.0025714285714285713,3500.0,3335.0,deltae_residual_fusion_new,deltae_bin,q4
0.9999925290974675,0.9999503743126603,0.9979550102249488,0.0005714285714285715,3500.0,489.0,gradient_boosted_trees,deltae_bin,q1
0.9999082905355834,0.9970455229977981,0.9998522458628842,0.00028571428571428574,3500.0,116.0,gradient_boosted_trees,deltae_bin,q2
0.9990337195484256,0.9998282831902296,0.9987002376708258,0.0005714285714285715,3500.0,3060.0,gradient_boosted_trees,deltae_bin,q3
0.9998691563309254,0.9999934942051909,0.9877288628413066,0.0014285714285714286,3500.0,3335.0,gradient_boosted_trees,deltae_bin,q4
0.9999789456383174,0.9998723064875282,0.9955779048736773,0.0017142857142857142,3500.0,489.0,mlp,deltae_bin,q1
0.9997248716067498,0.9783216485996888,0.9998522458628842,0.00028571428571428574,3500.0,116.0,mlp,deltae_bin,q2
0.9994310754604872,0.9999058972863507,0.9965909090909091,0.0008571428571428571,3500.0,3060.0,mlp,deltae_bin,q3
0.999960019990005,0.9999980217024307,0.9845486347735224,0.002,3500.0,3335.0,mlp,deltae_bin,q4
0.9983271970056622,0.9690372826484838,0.9729431077188686,0.009714285714285713,3500.0,489.0,ridge,deltae_bin,q1
