roc_auc,average_precision,balanced_accuracy,error_rate,n_events,n_deuteron,method,stratum,value
0.9998726257438657,0.9965753929899553,0.9942375886524824,0.011142857142857144,3500.0,116.0,ridge,deltae_bin,q2
0.9824695484254308,0.9915240122720812,0.9441547831253714,0.014285714285714285,3500.0,3060.0,ridge,deltae_bin,q3
0.9346108763799919,0.9856424944390195,0.7212121212121212,0.026285714285714287,3500.0,3335.0,ridge,deltae_bin,q4
0.9999816623301473,0.999889056915026,0.9959361686087618,0.0025714285714285713,3500.0,489.0,tiny_transformer,deltae_bin,q1
0.9998191285562893,0.9920088812894978,0.9998522458628842,0.00028571428571428574,3500.0,116.0,tiny_transformer,deltae_bin,q2
0.9994110219845515,0.9999038424624979,0.9965909090909091,0.0008571428571428571,3500.0,3060.0,tiny_transformer,deltae_bin,q3
0.9991277088728363,0.9999539898109158,0.9787878787878788,0.002,3500.0,3335.0,tiny_transformer,deltae_bin,q4
0.9993278699257662,0.9999208001748877,0.9880597659455024,0.002805049088359046,5704.0,5146.0,1d_cnn,depth_bin,none
0.9960505924111382,0.9842950840228833,0.9979919678714859,0.0020408163265306124,490.0,241.0,1d_cnn,depth_bin,low
0.9999914224936527,0.999991808622812,0.9979757085020242,0.002070393374741201,1932.0,988.0,1d_cnn,depth_bin,mid
1.0,1.0,1.0,0.0,5874.0,625.0,1d_cnn,depth_bin,high
0.6978298208442512,0.9206941694747994,0.5,0.09782608695652174,5704.0,5146.0,bayesian_deltae_e_template_traditional,depth_bin,none
0.8935493009381926,0.8287331718055385,0.8774433834924762,0.12448979591836734,490.0,241.0,bayesian_deltae_e_template_traditional,depth_bin,low
0.9747681928909626,0.9241213996778224,0.5951760104302477,0.4135610766045549,1932.0,988.0,bayesian_deltae_e_template_traditional,depth_bin,mid
0.9984298723566394,0.9446672638091502,0.49980948752143267,0.10674157303370786,5874.0,625.0,bayesian_deltae_e_template_traditional,depth_bin,high
0.9965784051920481,0.9992249366107644,0.9826834218594809,0.0038569424964936885,5704.0,5146.0,deltae_residual_fusion_new,depth_bin,none
0.9997667016614175,0.9997568213650978,0.9959839357429718,0.004081632653061225,490.0,241.0,deltae_residual_fusion_new,depth_bin,low
1.0,0.9999999999999999,0.9994703389830508,0.0005175983436853002,1932.0,988.0,deltae_residual_fusion_new,depth_bin,mid
1.0,1.0,1.0,0.0,5874.0,625.0,deltae_residual_fusion_new,depth_bin,high
0.9990510080558098,0.9998668317025586,0.9951310618819363,0.0015778401122019635,5704.0,5146.0,gradient_boosted_trees,depth_bin,none
0.9990001499775034,0.9989022106452128,0.9979919678714859,0.0020408163265306124,490.0,241.0,gradient_boosted_trees,depth_bin,low
1.0,1.0,1.0,0.0,1932.0,988.0,gradient_boosted_trees,depth_bin,mid
1.0,1.0,1.0,0.0,5874.0,625.0,gradient_boosted_trees,depth_bin,high
0.9992728458056994,0.9999035126068458,0.9906507751435851,0.0024544179523141654,5704.0,5146.0,mlp,depth_bin,none
0.9962172340815544,0.9885892568855209,0.9959172790748054,0.004081632653061225,490.0,241.0,mlp,depth_bin,low
1.0,0.9999999999999999,0.9994939271255061,0.0005175983436853002,1932.0,988.0,mlp,depth_bin,mid
1.0,1.0,1.0,0.0,5874.0,625.0,mlp,depth_bin,high
0.9644707863712917,0.9852746274488398,0.8858552489528004,0.025771388499298737,5704.0,5146.0,ridge,depth_bin,none
0.9933676615174392,0.9818859152123934,0.9757703011214984,0.024489795918367346,490.0,241.0,ridge,depth_bin,low
0.995891374459617,0.984094947359396,0.9862524017017773,0.013457556935817806,1932.0,988.0,ridge,depth_bin,mid
0.99979973328253,0.9902945294768184,0.9964375690607734,0.005107252298263534,5874.0,625.0,ridge,depth_bin,high
0.9987236493668047,0.9998367227385293,0.986267651250162,0.003155680224403927,5704.0,5146.0,tiny_transformer,depth_bin,none
0.9980502924561315,0.9972668298136357,0.9959839357429718,0.004081632653061225,490.0,241.0,tiny_transformer,depth_bin,low
1.0,0.9999999999999999,1.0,0.0,1932.0,988.0,tiny_transformer,depth_bin,mid
1.0,1.0,1.0,0.0,5874.0,625.0,tiny_transformer,depth_bin,high
