method,heldout_run,gate,n_pairs,n_events,baseline_efficiency_abs5,method_efficiency,efficiency_delta,baseline_sigma68_selected_ns,method_sigma68_selected_ns,charge_support_tvd,current_proxy_tvd,topology_support_tvd,run_family_tvd,late_peak_fraction_delta,low_charge_fraction_delta,support_drift_max
cnn1d,58,absolute_abs5,219,73,0.771689497716895,0.9497716894977168,0.17808219178082185,2.5921782528253634,2.638667725818446,0.035133136094674555,0.029215976331360957,0.11464497041420119,0.0,0.036612426035502965,0.0011094674556213074,0.11464497041420119
cnn1d,59,absolute_abs5,2289,763,0.7706422018348624,0.9536915683704674,0.183049366535605,2.664594398238255,2.656386870436513,0.01915284360804939,0.008366027736487758,0.1095265102529025,0.0,0.03449973667891337,0.0012610327380303196,0.1095265102529025
cnn1d,60,absolute_abs5,2424,808,0.7768151815181518,0.9525577557755776,0.1757425742574258,2.7056878596478477,2.5493050334750915,0.013404795522933565,0.01037640008951557,0.09989886948643778,0.0,0.02880506144765438,0.006270689837981878,0.09989886948643778
cnn1d,61,absolute_abs5,2799,933,0.8385137549124687,0.947481243301179,0.10896748838871029,2.556136601311821,2.174255655571547,0.002750695506153062,0.02122281838565454,0.07977257960966827,0.0,0.020276679384677032,0.0017515380181111137,0.07977257960966827
cnn1d,62,absolute_abs5,2421,807,0.7682775712515489,0.9541511771995044,0.18587360594795543,2.6879689751910725,2.4208860159314725,0.01572406088535123,0.012260857422147747,0.11310571149280824,0.0,0.03512777545035617,0.007848065912582046,0.11310571149280824
cnn1d,63,absolute_abs5,1110,370,0.7189189189189189,0.954954954954955,0.23603603603603607,2.7157118263298448,2.681457683723046,0.017978909537995906,0.018177519269872808,0.1397786920130515,0.0,0.04552891663120073,0.007206695985246134,0.1397786920130515
cnn1d,65,absolute_abs5,198,66,0.7121212121212122,0.9646464646464646,0.2525252525252525,2.499472636533955,2.5459863610688567,0.0321933830901192,0.05057368831458171,0.14871337863428763,0.0,0.0035275333259070507,0.006906538932828346,0.14871337863428763
gradient_boosted_trees,58,absolute_abs5,219,73,0.771689497716895,0.9817351598173516,0.2100456621004566,2.5921782528253634,1.0999245718982458,0.03531030686665749,0.028209715150681186,0.09241777900096326,0.0,0.04177790009632587,0.0037704692445300753,0.09241777900096326
gradient_boosted_trees,59,absolute_abs5,2289,763,0.7706422018348624,0.9855832241153342,0.21494102228047174,2.664594398238255,1.0646123447651674,0.018116466444733914,0.007668138177256714,0.0923312587446326,0.0,0.042191344622955484,0.002611328219230956,0.0923312587446326
gradient_boosted_trees,60,absolute_abs5,2424,808,0.7768151815181518,0.988036303630363,0.21122112211221122,2.7056878596478477,1.0831897775277146,0.013053172157874514,0.009502448564621166,0.09116532162841468,0.0,0.0350863732971749,0.005595832173817598,0.09116532162841468
gradient_boosted_trees,61,absolute_abs5,2799,933,0.8385137549124687,0.9839228295819936,0.1454090746695249,2.556136601311821,1.0775801071768396,0.005272727216468517,0.01859726674049507,0.057567116227734305,0.0,0.027999711617513134,0.0033436278454950577,0.057567116227734305
gradient_boosted_trees,62,absolute_abs5,2421,807,0.7682775712515489,0.9938042131350682,0.22552664188351923,2.6879689751910725,1.1176605090022766,0.016399860563644654,0.012659212184592275,0.09755584157884856,0.0,0.04339822486793765,0.007357949212989039,0.09755584157884856
gradient_boosted_trees,63,absolute_abs5,1110,370,0.7189189189189189,0.9864864864864865,0.2675675675675676,2.7157118263298448,1.176117847391297,0.02006385827582654,0.021021732413224872,0.12531328320802004,0.0,0.05264531190991184,0.00894702509698904,0.12531328320802004
gradient_boosted_trees,65,absolute_abs5,198,66,0.7121212121212122,1.0,0.28787878787878785,2.499472636533955,1.4465916184606429,0.03417150225660862,0.053191489361702135,0.1347517730496454,0.0,0.007414571244358514,0.004728132387706849,0.1347517730496454
mlp,58,absolute_abs5,219,73,0.771689497716895,0.9680365296803652,0.19634703196347025,2.5921782528253634,1.2841374897489928,0.04507647649882775,0.02930668750697779,0.0923300212124595,0.0,0.039605894830858523,0.0020654236909679463,0.0923300212124595
mlp,59,absolute_abs5,2289,763,0.7706422018348624,0.9825251201397991,0.21188291830493666,2.664594398238255,1.2212003177884327,0.0177317406879752,0.007324999067360727,0.09262216817955879,0.0,0.039294864232931936,0.0024430107006490204,0.09262216817955879
mlp,60,absolute_abs5,2424,808,0.7768151815181518,0.9789603960396039,0.20214521452145218,2.7056878596478477,1.3668973902034478,0.011730480921519518,0.010347199050031577,0.0893211579463512,0.0,0.03371886636682497,0.0065968289477188365,0.0893211579463512
mlp,61,absolute_abs5,2799,933,0.8385137549124687,0.9782065023222579,0.1396927474097892,2.556136601311821,1.2916022684422863,0.005895501554134201,0.019690835136660173,0.0585346974814841,0.0,0.027134246258142203,0.003466962627017442,0.0585346974814841
mlp,62,absolute_abs5,2421,807,0.7682775712515489,0.9871953738124741,0.2189178025609252,2.6879689751910725,1.3059669576909645,0.01782516758896839,0.0130831871147703,0.09782921671840553,0.0,0.04311198092410129,0.008692131191793767,0.09782921671840553
mlp,63,absolute_abs5,1110,370,0.7189189189189189,0.9774774774774775,0.2585585585585586,2.7157118263298448,1.361279476239322,0.016848573045517005,0.020575632629962023,0.12500606354596167,0.0,0.05065890532783579,0.009119573126364286,0.12500606354596167
mlp,65,absolute_abs5,198,66,0.7121212121212122,0.98989898989899,0.2777777777777778,2.499472636533955,1.3956423090950145,0.03169778549717761,0.053191489361702135,0.14155449413808077,0.0,0.0063323201621074965,0.005861919235779417,0.14155449413808077
ridge,58,absolute_abs5,219,73,0.771689497716895,0.958904109589041,0.18721461187214605,2.5921782528253634,1.7664897796330363,0.035728374189912655,0.031642716258100875,0.09385742462665539,0.0,0.052409129332206206,0.006649760495914342,0.09385742462665539
ridge,59,absolute_abs5,2289,763,0.7706422018348624,0.9742245522062036,0.2035823503713412,2.664594398238255,1.574858616645598,0.017636232370377123,0.006062454877317144,0.09290849374129323,0.0,0.044153625575790834,0.002877683210803006,0.09290849374129323
ridge,60,absolute_abs5,2424,808,0.7768151815181518,0.9641089108910891,0.1872937293729373,2.7056878596478477,1.634953325126413,0.019132971607548222,0.009935528821146178,0.09140222939250386,0.0,0.045429559027680644,0.008314375566261738,0.09140222939250386
ridge,61,absolute_abs5,2799,933,0.8385137549124687,0.9424794569489103,0.10396570203644162,2.556136601311821,1.9680875793457182,0.01038458916953326,0.022372050458491846,0.05537112368700642,0.0,0.03276471536421732,0.007209532728213036,0.05537112368700642
ridge,62,absolute_abs5,2421,807,0.7682775712515489,0.9710863279636514,0.2028087567121024,2.6879689751910725,1.7978335522601938,0.02494294351980169,0.01331668519001293,0.09867066405052982,0.0,0.054600193008694564,0.012126617362549913,0.09867066405052982
ridge,63,absolute_abs5,1110,370,0.7189189189189189,0.9657657657657658,0.24684684684684688,2.7157118263298448,1.6962982740234684,0.021347678898739383,0.024087738001720746,0.12282572101896531,0.0,0.06294654546814804,0.016531534059028158,0.12282572101896531
ridge,65,absolute_abs5,198,66,0.7121212121212122,0.9949494949494949,0.28282828282828276,2.499472636533955,1.976168282829982,0.03294092234582568,0.05572956042769199,0.13813586780429854,0.0,0.006876192533391001,0.005292148180149045,0.13813586780429854
siamese_cnn_meta,58,absolute_abs5,219,73,0.771689497716895,0.9771689497716894,0.20547945205479445,2.5921782528253634,0.9855690358217513,0.033180335121384734,0.031687220040922406,0.09083116739479066,0.0,0.041060664712713635,0.003400984349941946,0.09083116739479066
siamese_cnn_meta,59,absolute_abs5,2289,763,0.7706422018348624,0.9838357361293141,0.21319353429445165,2.664594398238255,1.0296163560273996,0.01821409440034155,0.007218577188128059,0.09173604314431516,0.0,0.04091903191116586,0.002959324641638776,0.09173604314431516
siamese_cnn_meta,60,absolute_abs5,2424,808,0.7768151815181518,0.9843234323432343,0.2075082508250825,2.7056878596478477,1.0534261378003569,0.013200342411633792,0.00971279178105243,0.09073886038178985,0.0,0.03544441175043478,0.0059078471113358615,0.09073886038178985
siamese_cnn_meta,61,absolute_abs5,2799,933,0.8385137549124687,0.9839228295819936,0.1454090746695249,2.556136601311821,1.0722388017440245,0.005998943628959413,0.018234158534249617,0.05793022443397977,0.0,0.027999711617513134,0.0033436278454950577,0.05793022443397977
siamese_cnn_meta,62,absolute_abs5,2421,807,0.7682775712515489,0.9950433705080545,0.22676579925650553,2.6879689751910725,1.1392537166418109,0.01577150202868276,0.013280842003776161,0.09797198677004243,0.0,0.04243964166633196,0.006590875614295853,0.09797198677004243
siamese_cnn_meta,63,absolute_abs5,1110,370,0.7189189189189189,0.9900900900900901,0.2711711711711712,2.7157118263298448,1.1274152753919893,0.01933176891272767,0.02010599747777088,0.12561658924381014,0.0,0.053429752725763446,0.009242852353814474,0.12561658924381014
siamese_cnn_meta,65,absolute_abs5,198,66,0.7121212121212122,1.0,0.28787878787878785,2.499472636533955,1.408874778305616,0.03417150225660862,0.053191489361702135,0.1347517730496454,0.0,0.007414571244358514,0.004728132387706849,0.1347517730496454
traditional_atom_slope,58,absolute_abs5,219,73,0.771689497716895,0.9817351598173516,0.2100456621004566,2.5921782528253634,1.2294649297671951,0.03531030686665749,0.028209715150681186,0.09241777900096326,0.0,0.04177790009632587,0.0037704692445300753,0.09241777900096326
traditional_atom_slope,59,absolute_abs5,2289,763,0.7706422018348624,0.9838357361293141,0.21319353429445165,2.664594398238255,1.271037817442279,0.018214094400341548,0.007218577188128059,0.09129199341074501,0.0,0.04136308164473601,0.002515274908068618,0.09129199341074501
traditional_atom_slope,60,absolute_abs5,2424,808,0.7768151815181518,0.9863861386138614,0.2095709570957096,2.7056878596478477,1.2674986794283098,0.012713412595871438,0.009502797821446293,0.09018618011915369,0.0,0.03426928695477571,0.005548333245599477,0.09018618011915369
traditional_atom_slope,61,absolute_abs5,2799,933,0.8385137549124687,0.9828510182207931,0.14433726330832441,2.556136601311821,1.3186520118213614,0.005116317465686636,0.018778622856591473,0.0572024241252784,0.0,0.027770046666998116,0.003298486803497258,0.0572024241252784
traditional_atom_slope,62,absolute_abs5,2421,807,0.7682775712515489,0.9921520033044197,0.22387443205287072,2.6879689751910725,1.3493460092010112,0.01654624730287487,0.014325875390579543,0.09783200379611973,0.0,0.04343110132237471,0.007689828368832426,0.09783200379611973
traditional_atom_slope,63,absolute_abs5,1110,370,0.7189189189189189,0.9864864864864865,0.2675675675675676,2.7157118263298448,1.4202400005358276,0.018237374257561702,0.020108490404092447,0.1244000411988876,0.0,0.05264531190991184,0.00894702509698904,0.1244000411988876
traditional_atom_slope,65,absolute_abs5,198,66,0.7121212121212122,1.0,0.28787878787878785,2.499472636533955,1.5488285492589209,0.03417150225660862,0.053191489361702135,0.1347517730496454,0.0,0.007414571244358514,0.004728132387706849,0.1347517730496454
uncorrected_cfd20,58,absolute_abs5,219,73,0.771689497716895,0.771689497716895,0.0,2.5921782528253634,2.5921782528253634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,59,absolute_abs5,2289,763,0.7706422018348624,0.7706422018348624,0.0,2.664594398238255,2.664594398238255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,60,absolute_abs5,2424,808,0.7768151815181518,0.7768151815181518,0.0,2.7056878596478477,2.7056878596478477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,61,absolute_abs5,2799,933,0.8385137549124687,0.8385137549124687,0.0,2.556136601311821,2.556136601311821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,62,absolute_abs5,2421,807,0.7682775712515489,0.7682775712515489,0.0,2.6879689751910725,2.6879689751910725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,63,absolute_abs5,1110,370,0.7189189189189189,0.7189189189189189,0.0,2.7157118263298448,2.7157118263298448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncorrected_cfd20,65,absolute_abs5,198,66,0.7121212121212122,0.7121212121212122,0.0,2.499472636533955,2.499472636533955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn1d,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.7625570776255708,-0.0091324200913242,2.5921782528253634,1.8607999016570524,0.028841724834354973,0.035538390674272724,0.14452751302129468,0.0,0.0023385182298125695,0.004995925309145027,0.14452751302129468
cnn1d,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.7723896898208825,0.001747487986020091,2.664594398238255,1.90139769371445,0.005615066539436311,0.005107171073557626,0.16612542452878587,0.0,0.013555422168867626,0.0012594781502344582,0.16612542452878587
cnn1d,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.7632013201320133,-0.013613861386138515,2.7056878596478477,1.9283187564184239,0.009565529416830542,0.006728481003573969,0.14914986149186893,0.0,0.022175941209398475,0.0004748030026840433,0.14914986149186893
cnn1d,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.8077884958913898,-0.03072525902107892,2.556136601311821,1.5950155780062807,0.013267146160596854,0.01697010515461314,0.14431175560395265,0.0,0.01526749780036707,0.0017016651254945087,0.14431175560395265
cnn1d,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7947129285419249,0.026435357290375938,2.6879689751910725,1.813209327079309,0.004010462074978216,0.01130820646949679,0.16248966087675765,0.0,0.01064762032503963,0.0040104620749782036,0.16248966087675765
cnn1d,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.745945945945946,0.027027027027027084,2.7157118263298448,1.979519681879378,0.010615306381896776,0.010252079474047451,0.17483019142058043,0.0,0.016853728524209077,0.004476771639243024,0.17483019142058043
cnn1d,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.803030303030303,0.09090909090909083,2.499472636533955,2.126536096228384,0.018198849190418843,0.031847986083232985,0.1599090057540479,0.0,0.018600294393148586,0.012043356081894815,0.1599090057540479
gradient_boosted_trees,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.7945205479452054,0.022831050228310446,2.5921782528253634,0.8401235150511022,0.04590899816364009,0.03829150513500647,0.06706114398422086,0.0,0.011358226212337619,0.01387471944501123,0.06706114398422086
gradient_boosted_trees,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.799038881607689,0.02839667977282656,2.664594398238255,0.771321057366896,0.028078116612053956,0.008812728663544864,0.07314567890214224,0.0,0.009186834930801191,0.009122365913742936,0.07314567890214224
gradient_boosted_trees,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.8036303630363036,0.026815181518151876,2.7056878596478477,0.8051621977174951,0.015556895643611263,0.010833721365159588,0.07347023677756562,0.0,0.003479200585373654,0.006267577296485027,0.07347023677756562
gradient_boosted_trees,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.7563415505537692,-0.08217220435869954,2.556136601311821,0.7457664876498629,0.009863142507576098,0.026754423128129298,0.035349200046129736,0.0,0.01458600301614199,0.0020263257308549137,0.035349200046129736
gradient_boosted_trees,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7868649318463445,0.0185873605947956,2.6879689751910725,0.8023255054830378,0.02182711032088732,0.01051562103124204,0.07738972144610956,0.0,0.005414444162221699,0.007145880958428587,0.07738972144610956
gradient_boosted_trees,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.7603603603603604,0.04144144144144146,2.7157118263298448,0.8321363615791152,0.013751796552993849,0.0202668994761786,0.07594519474040552,0.0,0.011061421325826437,0.0025478387912910155,0.07594519474040552
gradient_boosted_trees,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.6868686868686869,-0.025252525252525304,2.499472636533955,0.97036893266822,0.015644555694618263,0.05319148936170215,0.07102628285356696,0.0,0.004171881518564846,0.010794743429286616,0.07102628285356696
mlp,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.7945205479452054,0.022831050228310446,2.5921782528253634,1.0461775125577262,0.03441474529007686,0.026797252261443263,0.07855539685778412,0.0,0.022852479085900823,0.01387471944501123,0.07855539685778412
mlp,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.8221930974224552,0.05155089558759274,2.664594398238255,0.9538275906740945,0.01666281106845858,0.009601644412635765,0.07993498497521573,0.0,0.018864719107621775,0.008336526250599427,0.07993498497521573
mlp,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.7607260726072608,-0.016089108910890992,2.7056878596478477,0.9529175750200887,0.00791129215275849,0.01261486781489364,0.07002602345682285,0.0,0.013738346179943073,0.005246451006436167,0.07002602345682285
mlp,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.7563415505537692,-0.08217220435869954,2.556136601311821,0.9135035467550287,0.008879967974875853,0.02297549067654686,0.04574126428798139,0.0,0.0014744599030832584,0.0012802401642797098,0.04574126428798139
mlp,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7893432465923172,0.02106567534076831,2.6879689751910725,0.9422965430174606,0.024691514322850758,0.015229317533464987,0.08268850964703497,0.0,0.01358265390523461,0.012015327222700496,0.08268850964703497
mlp,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.7792792792792793,0.06036036036036041,2.7157118263298448,0.9633097833790447,0.011417271502455563,0.028429455140742035,0.09564083619453258,0.0,0.024239790227012614,0.0104567777826068,0.09564083619453258
mlp,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.7424242424242424,0.030303030303030276,2.499472636533955,1.0199279651226276,0.04530322767404833,0.0633955709943552,0.1347517730496454,0.0,0.008973802286872168,0.009263279779997108,0.1347517730496454
ridge,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.7579908675799086,-0.013698630136986356,2.5921782528253634,1.3541605001606536,0.0453411278249091,0.014792899408284016,0.10119769016895983,0.0,0.06273615170742142,0.010551080059884518,0.10119769016895983
ridge,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.8374836173001311,0.06684141546526867,2.664594398238255,1.2793097936208444,0.01988119191338508,0.009190061000926175,0.09775584725282915,0.0,0.056625467088243675,0.010262634005088735,0.09775584725282915
ridge,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.8110561056105611,0.03424092409240931,2.7056878596478477,1.275861869789685,0.03248533621755721,0.01590609128417296,0.09023149246159756,0.0,0.06902364087522939,0.01008190756401037,0.09023149246159756
ridge,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.6802429439085388,-0.15827081100392992,2.556136601311821,1.2622057011112768,0.02723551073603707,0.03576709763581616,0.058680981979498226,0.0,0.04322431997937648,0.010599307895292759,0.058680981979498226
ridge,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7885171416769929,0.020239570425443998,2.6879689751910725,1.3653403190712066,0.03605304809701639,0.010518370818477285,0.1053715563516337,0.0,0.07093197474329294,0.014586255259467044,0.1053715563516337
ridge,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.8072072072072072,0.08828828828828827,2.7157118263298448,1.287558643790598,0.027549342105263185,0.02410322681704262,0.11489661654135337,0.0,0.07843828320802004,0.022145206766917294,0.11489661654135337
ridge,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.797979797979798,0.08585858585858586,2.499472636533955,1.5082148738623573,0.022219229733369247,0.046862375437651496,0.08200915701589012,0.0,0.00044887332794685264,0.005117155938594131,0.08200915701589012
siamese_cnn_meta,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.8310502283105022,0.05936073059360725,2.5921782528253634,0.8032659861258593,0.048182586644125114,0.03254437869822485,0.0803043110735418,0.0,0.019442096365173245,0.005917159763313612,0.0803043110735418
siamese_cnn_meta,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.7968545216251638,0.026212319790301364,2.664594398238255,0.7616858839217765,0.029489646735887318,0.01126327724072082,0.06998150137247883,0.0,0.007955155746509068,0.0029612722281895237,0.06998150137247883
siamese_cnn_meta,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.7995049504950495,0.022689768976897784,2.7056878596478477,0.7975912123800029,0.016049581640521605,0.012389655529595922,0.06951338547549718,0.0,0.0030740529434235553,0.00560854355438125,0.06951338547549718
siamese_cnn_meta,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.7563415505537692,-0.08217220435869954,2.556136601311821,0.7182195612759232,0.005412793425269375,0.02203075756365125,0.03345973382033851,0.0,0.021199134806411224,0.00249869228730272,0.03345973382033851
siamese_cnn_meta,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7794299876084263,0.01115241635687736,2.6879689751910725,0.8023465899492739,0.014765714481084496,0.011562986136041162,0.07824931193052634,0.0,0.0033856437082243618,0.007190112313451971,0.07824931193052634
siamese_cnn_meta,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.7711711711711712,0.052252252252252274,2.7157118263298448,0.768773289515512,0.024529782399925003,0.014326119035907539,0.09299241093387674,0.0,0.006488183074508713,0.010786311573325838,0.09299241093387674
siamese_cnn_meta,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.6767676767676768,-0.03535353535353536,2.499472636533955,0.8785154006092856,0.03191489361702127,0.04572880279453795,0.09495077802476978,0.0,0.020853180903990687,0.024293426484598285,0.09495077802476978
traditional_atom_slope,58,fixed_eff_abs5_trainmatched,219,73,0.771689497716895,0.8127853881278538,0.041095890410958846,2.5921782528253634,0.9314783005985094,0.052689315869955455,0.01642178046672428,0.07802007845223058,0.0,0.06043481151519181,0.01542450634931189,0.07802007845223058
traditional_atom_slope,59,fixed_eff_abs5_trainmatched,2289,763,0.7706422018348624,0.8221930974224552,0.05155089558759274,2.664594398238255,0.9859360422755836,0.03249305389885318,0.013745810049134763,0.08259173311549206,0.0,0.04118140348594268,0.013118672903096769,0.08259173311549206
traditional_atom_slope,60,fixed_eff_abs5_trainmatched,2424,808,0.7768151815181518,0.7920792079207921,0.015264026402640352,2.7056878596478477,0.9522293699891808,0.027366016109045873,0.012285913436006393,0.08009299212249957,0.0,0.035999734466277133,0.01107164984953089,0.08009299212249957
traditional_atom_slope,61,fixed_eff_abs5_trainmatched,2799,933,0.8385137549124687,0.7513397642015005,-0.08717399071096821,2.556136601311821,0.9148745901186703,0.027966824029056633,0.028232842849736248,0.04132307590694084,0.0,0.036034710897512645,0.007172580570982148,0.04132307590694084
traditional_atom_slope,62,fixed_eff_abs5_trainmatched,2421,807,0.7682775712515489,0.7843866171003717,0.01610904584882278,2.6879689751910725,1.0041054680717143,0.030555130883826824,0.015250811123001917,0.0810095296335932,0.0,0.03668908933394488,0.013830708862049637,0.0810095296335932
traditional_atom_slope,63,fixed_eff_abs5_trainmatched,1110,370,0.7189189189189189,0.7324324324324324,0.013513513513513487,2.7157118263298448,0.9400675487119525,0.03807951613350717,0.024285806767842116,0.07611279120310001,0.0,0.0492282366432687,0.012734789002025348,0.07611279120310001
traditional_atom_slope,65,fixed_eff_abs5_trainmatched,198,66,0.7121212121212122,0.7222222222222222,0.010101010101010055,2.499472636533955,1.0977580936530307,0.029459901800327322,0.04969498586519863,0.06948370778158014,0.0,0.022566086395873652,0.02945990180032733,0.06948370778158014
