method,mean_fold_tail_capture_efficiency,mean_fold_veto_fraction,mean_fold_precision,mean_fold_auc,pooled_tail_capture_efficiency,pooled_veto_fraction,pooled_precision,pooled_clean_keep_efficiency,folds,n_pooled_events,n_pooled_tail_events
ml_logistic_proxy_veto,0.36067716253474774,0.2617456209952624,0.04811912298062821,0.6293040407084737,0.4298245614035088,0.26629570747217807,0.04875621890547264,0.7387978142076502,7,3774,114
ml_shuffled_label_control,0.2566258131273611,0.25296341452284027,0.030152316670698932,0.5190434115006459,0.3333333333333333,0.25410704822469526,0.03962460896767466,0.7483606557377049,7,3774,114
traditional_proxy_threshold_veto,0.2549514469019113,0.24008926271854342,0.032118221191953455,0.543120122530515,0.2631578947368421,0.2527821939586645,0.031446540880503145,0.7475409836065574,7,3774,114
