method,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,base_method,fold,heldout_runs,n,pred_mean_ns,target_mean_ns,feature,coefficient,train_pulses,heldout_pulses
s16f_base_timewalk,,,,,,,,,58,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-0.4209175829186147,11106.0,216.0
s16f_base_timewalk,,,,,,,,,58,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.5772398224452452,11106.0,216.0
s16f_base_timewalk,,,,,,,,,58,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.21565246974570265,11106.0,216.0
s16f_base_timewalk,,,,,,,,,58,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,11106.0,216.0
template_phase,train,9075.0,-3.7104594864380687,2.7274940696766024,3.294217386511783,0.07382920110192838,1.3544010853787232,115.24596588840372,59,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,2247.0,-3.7104594864380758,2.9774940696766024,3.3362816523943697,0.06675567423230974,1.160129204161517,28.545544563537117,59,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,9075.0,1.3759337431712098,1.6469979192287725,2.536797605827525,0.01509641873278237,1.6791521457404677,15.086159797632355,59,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,2247.0,1.1927702756890781,1.597364804276158,2.509150451200759,0.013796172674677348,1.5626153264281621,5.371353751325414,59,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2775.0,,2.1330326785324796,,,,,59,timewalk_train_cv,template_phase,0.0,61,,,,,,,
s16f_base_timewalk,,2811.0,,1.5580401272233408,,,,,59,timewalk_train_cv,template_phase,1.0,58 60 65,,,,,,,
s16f_base_timewalk,,3489.0,,1.550514001812948,,,,,59,timewalk_train_cv,template_phase,2.0,62 63,,,,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,375.0,-4.413821882486624,-4.472057146228992,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,374.0,-3.8171556103666333,-4.376665820302992,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,375.0,1.1201023247154889,1.28212357881573,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,374.0,2.070940065239108,2.2398457240539256,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,374.0,2.4623050769262083,2.6454222486076584,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_calibration,template_phase,,,375.0,2.6413834911983756,2.6826876874608874,,,,
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,intercept,0.0,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_intercept,86.06641252233968,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-230.23144465694946,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,116.9059569800644,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,-0.02943738923931659,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.42041948277847785,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.338399946467289,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_intercept,-18.67091571879705,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_log_amp,-2.5191520913483436,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,-2.037229042237535,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-0.7250061271995529,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.2035535638043036,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,0.02391205493622849,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_intercept,-67.39550143533243,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_log_amp,98.02590358648392,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-55.069448654836975,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-0.5562574486881177,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.532785460630377,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.14674528640549042,9075.0,2247.0
s16f_base_timewalk,,,,,,,,,59,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,9075.0,2247.0
template_phase,train,8916.0,-3.319785667030601,2.659892833515297,3.275730713840094,0.060340960071781066,1.224920686032121,192.90403103630604,60,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,2406.0,-3.697375852183754,2.6598928335153005,3.2737025786891896,0.0914380714879468,0.6284265498454857,45.879722597075414,60,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,8916.0,1.3546465407015518,1.6177922091709211,2.563051479702622,0.015589950650515926,1.6586165676329927,13.195285948041326,60,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,2406.0,1.0610786139616977,1.4867232716512104,2.290583852237716,0.011221945137157107,1.4400409868208655,3.3211726017075396,60,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2775.0,,2.090075618899329,,,,,60,timewalk_train_cv,template_phase,0.0,61,,,,,,,
s16f_base_timewalk,,2799.0,,1.5142374171381112,,,,,60,timewalk_train_cv,template_phase,1.0,58 62 65,,,,,,,
s16f_base_timewalk,,3342.0,,1.5065292070704628,,,,,60,timewalk_train_cv,template_phase,2.0,59 63,,,,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,-4.237439231959795,-4.224914924195713,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,-3.372652342497687,-4.01678365790455,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,0.7082923647762543,0.918402517966059,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,1.863716901563539,1.923325216518134,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,2.287526141788681,2.5284404764515607,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_calibration,template_phase,,,401.0,2.5520381746742737,2.8715303711645093,,,,
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,intercept,0.0,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_intercept,92.61377933721508,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-262.0302907619131,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,131.61390300175196,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,-0.4375009257595806,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.38506629671430614,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.2849982339141917,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_intercept,-24.45686986666111,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_log_amp,-9.810138719069238,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,0.1905622508916999,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-1.0781563379155126,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.24161635537491194,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,0.04313119158761011,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_intercept,-68.1569120526954,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_log_amp,80.71473093613876,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-47.79575058262305,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-0.9084658886375537,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.5520130535990028,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.17783495366434848,8916.0,2406.0
s16f_base_timewalk,,,,,,,,,60,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,8916.0,2406.0
template_phase,train,8547.0,-3.832255985523126,2.796558274664342,3.2711721135138365,0.09055809055809055,1.3454541660734958,98.91006301340735,61,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,2775.0,-2.593116549328684,2.676988556567121,3.2022016437647016,0.04288288288288288,3.1628152784810357,65.3978991738841,61,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,8547.0,1.549792128041453,1.6255370986352757,2.4834848823876086,0.01404001404001404,1.6747826624383402,18.323800755970026,61,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,2775.0,2.075204135293852,2.1317458734306727,2.9128095239319816,0.02666666666666667,2.4409689247701123,5.027787243486573,61,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2595.0,,1.5827357561777662,,,,,61,timewalk_train_cv,template_phase,0.0,60 65,,,,,,,
s16f_base_timewalk,,2610.0,,1.652244979893147,,,,,61,timewalk_train_cv,template_phase,1.0,58 62,,,,,,,
s16f_base_timewalk,,3342.0,,1.6636036732862005,,,,,61,timewalk_train_cv,template_phase,2.0,59 63,,,,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,463.0,-4.493506110358449,-3.6203536540349472,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,462.0,-3.90352159998169,-3.0617157393343533,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,463.0,1.0828434246425338,0.6048156720287978,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,462.0,2.116844426502723,1.8174797105852607,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,462.0,2.5047198203743455,2.1815786104209387,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_calibration,template_phase,,,463.0,2.683627936798782,2.0802198983509697,,,,
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,intercept,0.0,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_intercept,80.21564186417571,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-216.4715970116689,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,107.01898258884681,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,-0.6950960869384388,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.4908187912570418,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.1709473867979748,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_intercept,-30.647303371690644,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_log_amp,17.00095328568043,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,-11.97346361494269,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-0.8180920785328277,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.15732373200926938,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,-0.026077413304687363,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_intercept,-49.568336857249584,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_log_amp,61.18538462483495,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-38.21560808160734,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-1.085185451845505,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.5596630556422677,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.2935417479188462,8547.0,2775.0
s16f_base_timewalk,,,,,,,,,61,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,8547.0,2775.0
template_phase,train,8928.0,-3.8088320559061657,2.774551693528938,3.318451321871258,0.1003584229390681,1.364287902841698,106.95702125166655,62,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,2394.0,-3.808832055906173,2.8946873591047897,3.328486672131278,0.09523809523809523,0.5358111808155708,41.76770959827837,62,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,8928.0,1.4419941543625612,1.6325243273785373,2.5626712358240082,0.01635304659498208,1.6693046825300315,15.490017169203563,62,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,2394.0,1.3089121948050177,1.5953122947411922,2.4539203479212794,0.010442773600668337,1.6508062471989917,6.74918876794489,62,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2775.0,,2.1713586157564526,,,,,62,timewalk_train_cv,template_phase,0.0,61,,,,,,,
s16f_base_timewalk,,2811.0,,1.4825622851347362,,,,,62,timewalk_train_cv,template_phase,1.0,58 60 65,,,,,,,
s16f_base_timewalk,,3342.0,,1.5212028495590992,,,,,62,timewalk_train_cv,template_phase,2.0,59 63,,,,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,-4.4484144465058355,-4.543002809201283,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,-3.911501599087627,-4.132693916760545,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,1.0436459282765944,1.2717679962358592,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,2.0820415468883353,2.09928444685211,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,2.473269882228915,2.5671933296365084,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_calibration,template_phase,,,399.0,2.678049780124487,2.737450953237371,,,,
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,intercept,0.0,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_intercept,74.6037959440204,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-160.15463341412843,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,81.8109674791573,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,0.14914756050493183,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.45251228935516635,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.2602863870976981,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_intercept,-4.603044308771833,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_log_amp,16.217353238310448,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,-11.159307646817513,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-0.596387302307681,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.20533899570424557,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,-0.052625086567135146,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_intercept,-70.00075691602034,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_log_amp,145.2735109799913,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-76.614682391702,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,0.09157657570213357,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.541818397814697,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.18002753027169013,8928.0,2394.0
s16f_base_timewalk,,,,,,,,,62,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,8928.0,2394.0
template_phase,train,10227.0,-3.4535924958180786,2.726796247909032,3.258433037871854,0.07284638701476484,1.2257124318419543,141.03300646251486,63,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,1095.0,-3.752043762741849,2.8275706144471506,3.3615425963655494,0.07671232876712329,1.0859544146958087,15.229820530416662,63,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,10227.0,1.3858694355184582,1.6033947020325188,2.522284401149907,0.014471497017698249,1.6442023996608772,15.031980753363504,63,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,1095.0,1.257790837713138,1.5244074616332646,2.539742687172153,0.0182648401826484,1.4846563637805164,3.598428462147374,63,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2775.0,,2.135782168282594,,,,,63,timewalk_train_cv,template_phase,0.0,61,,,,,,,
s16f_base_timewalk,,2811.0,,1.499215029941442,,,,,63,timewalk_train_cv,template_phase,1.0,58 60 65,,,,,,,
s16f_base_timewalk,,4641.0,,1.5195484636542398,,,,,63,timewalk_train_cv,template_phase,2.0,59 62,,,,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,183.0,-4.338636872184833,-4.386971134744447,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,182.0,-3.7263921604162227,-4.117224362004619,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,183.0,1.1264128288544464,1.244493057761157,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,182.0,2.0948633561595535,1.8929314603291383,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,182.0,2.42660636053225,2.71838371286449,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_calibration,template_phase,,,183.0,2.62323944189797,2.651087215582197,,,,
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,intercept,0.0,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_intercept,100.20179256050531,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-269.0718630396798,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,132.35567463975255,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,-1.0576608764709101,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.46074719558636174,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.2909223948629786,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_intercept,-28.510512058741327,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_log_amp,-1.4400306900709354,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,-3.311967296043606,10227.0,1095.0
