threshold,utility,tp,fp,tn,fn,tail_capture_efficiency,clean_keep_efficiency,precision,veto_fraction,heldout_run,model,c_value,train_auc,train_utility
5.202218954649128,0.28368084514873504,56.0,1796.0,1801.0,49.0,0.5333333333333333,0.5006950236308034,0.03023758099352052,0.5002701242571583,58,traditional_proxy_threshold_veto,,,
5.420304352892608,0.28040827673855195,53.0,1614.0,1983.0,52.0,0.5047619047619047,0.5512927439532944,0.03179364127174565,0.45029713668287413,58,traditional_proxy_threshold_veto,,,
5.916132919820939,0.25794908455458915,48.0,1433.0,2164.0,57.0,0.45714285714285713,0.601612454823464,0.03241053342336259,0.40005402485143166,58,traditional_proxy_threshold_veto,,,
7.148285390069919,0.20636244489455496,40.0,1256.0,2341.0,65.0,0.38095238095238093,0.6508201278843481,0.030864197530864196,0.3500810372771475,58,traditional_proxy_threshold_veto,,,
8.605523494678144,0.15477580523452084,32.0,1079.0,2518.0,73.0,0.3047619047619048,0.7000278009452321,0.0288028802880288,0.3001080497028633,58,traditional_proxy_threshold_veto,,,
9.67706532515871,0.12251479407442711,26.0,900.0,2697.0,79.0,0.24761904761904763,0.749791492910759,0.028077753779697623,0.25013506212857917,58,traditional_proxy_threshold_veto,,,
10.463171882208705,0.10957941141427383,22.0,719.0,2878.0,83.0,0.20952380952380953,0.8001112037809286,0.029689608636977057,0.20016207455429497,58,traditional_proxy_threshold_veto,,,
10.920009197569208,0.07731840025418008,16.0,540.0,3057.0,89.0,0.1523809523809524,0.8498748957464554,0.02877697841726619,0.1501890869800108,58,traditional_proxy_threshold_veto,,,
11.4387002213055,0.06500655307994756,11.0,286.0,3311.0,94.0,0.10476190476190476,0.9204892966360856,0.037037037037037035,0.08022690437601297,58,traditional_proxy_threshold_veto,,,
11.269884969132523,0.06438301759402677,12.0,359.0,3238.0,93.0,0.11428571428571428,0.900194606616625,0.03234501347708895,0.10021609940572664,58,traditional_proxy_threshold_veto,,,
11.613000708418319,0.03664164581595776,7.0,216.0,3381.0,98.0,0.06666666666666667,0.9399499582985822,0.03139013452914798,0.060237709346299295,58,traditional_proxy_threshold_veto,,,
11.814497591957377,0.027602367051908328,5.0,144.0,3453.0,100.0,0.047619047619047616,0.9599666388657214,0.03355704697986577,0.04024851431658563,58,traditional_proxy_threshold_veto,,,
12.089662642909346,0.008900274037888692,2.0,73.0,3524.0,103.0,0.01904761904761905,0.9797053099805393,0.02666666666666667,0.02025931928687196,58,traditional_proxy_threshold_veto,,,
0.5047410155380773,,,,,,,,,,58,ml_logistic_proxy_veto,0.3,0.6513311357348055,0.42876206362444896
0.509437011551385,,,,,,,,,,58,ml_logistic_proxy_veto,1.0,0.6547175556349867,0.42034632034632036
0.5191321968688422,,,,,,,,,,58,ml_logistic_proxy_veto,10.0,0.6560016945338045,0.4190992493744787
0.5010052748449566,,,,,,,,,,58,ml_logistic_proxy_veto,0.1,0.6475872751102109,0.4190992493744787
0.4995334184138252,,,,,,,,,,58,ml_logistic_proxy_veto,0.05,0.6429696704926063,0.4094364351245085
0.5134335102799733,,,,,,,,,,58,ml_logistic_proxy_veto,3.0,0.6561446708235699,0.4022677628182216
0.5157052787600702,,,,,,,,,,58,ml_shuffled_label_control,0.3,0.5953532705826284,0.3707851781246277
0.5115826206453872,,,,,,,,,,58,ml_shuffled_label_control,0.1,0.5916676595575678,0.35145954962468723
0.5159646467523031,,,,,,,,,,58,ml_shuffled_label_control,1.0,0.5921098269722124,0.34179673537471705
0.5190659921376393,,,,,,,,,,58,ml_shuffled_label_control,3.0,0.5911063452347856,0.34179673537471705
0.5272183398687751,,,,,,,,,,58,ml_shuffled_label_control,10.0,0.5952526576379787,0.33338099209658845
