method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.7756047160988007,0.7634083044982698,0.7436729396495781,0.6865671641791045,0.6666666666666666,0.6766169154228856,-1.6155075871043412,11.002092816087334,0.16666666666666666,0.38235294117647056,0.2647058823529412,-0.05940088197680639,0.12099553344726562,136,68
1d_cnn,60,0.8503022292508109,0.8321799307958477,0.6993294397577331,0.5522388059701493,0.6607142857142857,0.6384382435647848,-2.1029579344365468,15.41385094547388,0.25,0.29411764705882354,0.17647058823529413,-0.057497772216796875,0.0750104360404644,136,68
1d_cnn,62,0.7865110856052335,0.7716262975778547,0.654513888888889,0.484375,0.5961538461538461,0.5963541666666667,-3.60388034252491,16.096332255452914,0.358695652173913,0.3235294117647059,0.2647058823529412,-0.05801331701615478,0.09446376358489386,136,68
1d_cnn,64,0.7825726785243612,0.7675173010380624,0.7671142416905128,0.5714285714285714,0.8,0.6924939467312349,-2.636571342768641,10.182670237736657,0.1875,0.5294117647058824,0.10294117647058823,-0.07742357158544291,0.07790425134481951,136,68
1d_cnn,65,0.8759651637957069,0.8544550173010382,0.7408132202652751,0.5753424657534246,0.7777777777777778,0.692433137638617,-3.774557525590736,12.256480504395059,0.22448979591836735,0.27941176470588236,0.14705882352941177,-0.084081298828125,0.09206871203483603,136,68
deltaE_over_E_likelihood_template,58,0.6698243901944076,0.6277032871972318,0.8500973393900065,0.7164179104477612,0.8421052631578947,0.7929915639195327,1.125428581568686,8.982634639219292,0.1206896551724138,0.5735294117647058,0.23529411764705882,0.017003602507602553,0.09206105528754469,136,68
deltaE_over_E_likelihood_template,60,0.698958720670771,0.6438148788927335,0.736102098204629,0.7611940298507462,0.7611940298507462,0.7646549859398659,-0.7944990367685989,9.025619723315142,0.16666666666666666,0.6029411764705882,0.10294117647058823,0.01364828949042419,0.07801746002585577,136,68
deltaE_over_E_likelihood_template,62,0.6663287064475005,0.6377595155709342,0.6638454861111113,0.625,0.6896551724137931,0.6875,1.414946649613329,12.813145506237927,0.2777777777777778,0.6029411764705882,0.10294117647058823,-0.005875575004019311,0.13929077710145504,136,68
deltaE_over_E_likelihood_template,64,0.6551905767149924,0.6411115916955017,0.8166409861325116,0.7922077922077922,0.8472222222222222,0.8028835571208452,0.7969407326202482,11.104402697637585,0.275,0.7058823529411765,0.04411764705882353,-0.008690343649064796,0.08753744845331515,136,68
deltaE_over_E_likelihood_template,65,0.6717614064739359,0.6319204152249135,0.8284409654272669,0.8082191780821918,0.8428571428571429,0.8168080017395085,0.8333428759066264,10.515522641733849,0.19230769230769232,0.6176470588235294,0.14705882352941177,-0.01569397784118959,0.0709802600565864,136,68
gradient_boosted_trees,58,0.7742759464659899,0.7499999999999999,0.8758382003028337,0.8208955223880597,0.7971014492753623,0.808998485831711,0.6650924173679584,7.737032112346846,0.09183673469387756,0.27941176470588236,0.36764705882352944,-0.009708756449485236,0.07283235298897586,136,68
gradient_boosted_trees,60,0.8500401467576635,0.8388840830449827,0.8797317759030933,0.8955223880597015,0.7792207792207793,0.8245727882327494,0.1608743990171302,7.400853496204909,0.09433962264150944,0.22058823529411764,0.3088235294117647,0.0005870676075867323,0.06561800677723437,136,68
gradient_boosted_trees,62,0.8402158684602912,0.8207179930795847,0.880859375,0.828125,0.7571428571428571,0.7960069444444444,-1.8851096607377205,10.520311088558541,0.15,0.2647058823529412,0.2647058823529412,-0.007049882330348034,0.09259995544176386,136,68
gradient_boosted_trees,64,0.776482726619772,0.7493512110726644,0.9346246973365616,0.948051948051948,0.8690476190476191,0.8808056350429232,0.37732693104452597,7.5983552103214365,0.05714285714285714,0.4852941176470588,0.16176470588235295,-0.016137352679159903,0.07219043069369442,136,68
gradient_boosted_trees,65,0.7977463965472046,0.7817906574394463,0.9402043922591868,0.9726027397260274,0.8658536585365854,0.8989997825614264,0.034799017740621,6.53558276536296,0.08163265306122448,0.27941176470588236,0.29411764705882354,-0.016606136994828716,0.07627291706305546,136,68
joint_sequence_transformer,58,0.7307779192891077,0.7279411764705882,0.5944192083062947,0.582089552238806,0.6290322580645161,0.6243781094527363,2.5054374503205157,12.087713812193787,0.24509803921568626,0.25,0.4117647058823529,0.07950792995863185,0.12019637367628416,136,68
joint_sequence_transformer,60,0.850077528491753,0.8269896193771628,0.46398442569759896,0.40298507462686567,0.45,0.4623621025308241,-0.13181371129671327,10.625443701666978,0.1875,0.29411764705882354,0.23529411764705882,0.07838624878230235,0.11037985803621592,136,68
joint_sequence_transformer,62,0.8098863076620645,0.7807093425605538,0.45290798611111116,0.390625,0.43859649122807015,0.4730902777777778,-2.1097674666579147,15.10358204350501,0.313953488372093,0.36764705882352944,0.22058823529411764,0.05944540378567763,0.15431790553039004,136,68
joint_sequence_transformer,64,0.7452058464034934,0.7138840830449827,0.49218578032137356,0.38961038961038963,0.5660377358490566,0.4998899405679067,1.4331806608461495,9.82356910068535,0.1388888888888889,0.47058823529411764,0.20588235294117646,0.0839544820544442,0.09654829342019777,136,68
joint_sequence_transformer,65,0.8207646953158716,0.8280709342560554,0.5346814524896716,0.5068493150684932,0.578125,0.5391389432485323,-3.444339210032674,10.546077920620348,0.1875,0.29411764705882354,0.22058823529411764,0.060515659264817584,0.15760666994774045,136,68
mlp,58,0.6450055379649187,0.6896626297577855,0.8498810296344367,0.582089552238806,0.8297872340425532,0.7330737616266494,1.700234690566571,13.053036119409171,0.2857142857142857,0.38235294117647056,0.3382352941176471,-0.03458817402492696,0.13218048091711732,136,68
mlp,60,0.7732928139889257,0.8003892733564014,0.7901795370971231,0.582089552238806,0.7222222222222222,0.68234912394549,0.24080423819960117,12.387752246095657,0.2647058823529412,0.25,0.2647058823529412,-0.030675872305701915,0.16264035772636753,136,68
mlp,62,0.6610947828695276,0.7030709342560553,0.681857638888889,0.484375,0.6458333333333334,0.6241319444444444,-0.2170473104270476,13.813310241428947,0.2727272727272727,0.35294117647058826,0.36764705882352944,-0.04061090409930187,0.17723046674894188,136,68
mlp,64,0.7006163869048415,0.7076124567474049,0.8201628879594981,0.7142857142857143,0.8333333333333334,0.7639225181598064,4.078766851368831,11.192486532935852,0.25,0.47058823529411764,0.2647058823529412,-0.03640684108208711,0.12916815705054782,136,68
