method,bootstrap_unit,n,timing_residual_sigma68_ns,timing_residual_bias_ns,pedestal_high_minus_low_bias_ns,pedestal_error_slope_ns_per_adc,pileup_score_migration,pileup_miss_rate,false_split_rate,saturation_slice_stability_ns,energy_proxy_drift,pid_proxy_stability,bootstrap_unit_count,timing_residual_sigma68_ns_ci_low,timing_residual_sigma68_ns_ci_high,timing_residual_bias_ns_ci_low,timing_residual_bias_ns_ci_high,pedestal_high_minus_low_bias_ns_ci_low,pedestal_high_minus_low_bias_ns_ci_high,pedestal_error_slope_ns_per_adc_ci_low,pedestal_error_slope_ns_per_adc_ci_high,pileup_score_migration_ci_low,pileup_score_migration_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,saturation_slice_stability_ns_ci_low,saturation_slice_stability_ns_ci_high,energy_proxy_drift_ci_low,energy_proxy_drift_ci_high,pid_proxy_stability_ci_low,pid_proxy_stability_ci_high
gradient_boosted_trees,source_run:pedestal:shape:pileup:saturation,680,7.7681534071427345,-2.2515823937096258,2.834422348587644,0.0036899038636711216,0.33828904950424943,0.3058823529411765,0.27941176470588236,0.6256674775060604,0.11883308187812598,0.10739509763190691,232,7.004200793496773,8.425464103424428,-3.0467619538742774,-1.1802840590427137,0.26320946547559654,5.256276747163879,0.00140297752844181,0.005809543859813877,0.26773187268362575,0.4044442137109986,0.2452932098765432,0.3775663407821229,0.21730354178195904,0.35085126887247037,0.035240456842653554,2.284219538061411,0.08142824329468769,0.1856636190332731,0.04758685882239027,0.16114565829254124
ridge,source_run:pedestal:shape:pileup:saturation,680,7.863848007375544,-1.3703610003942046,3.1503117648205903,0.0024565671719109575,0.11778773836168271,0.3382352941176471,0.26176470588235295,1.7332964035973797,0.10087335703203332,0.08814568619304808,232,7.177320885736046,8.346592058072105,-2.304426376101718,-0.5324324208290847,0.48382142737213707,5.588965047004404,5.652754379899415e-06,0.00499254768900887,0.08639156632279575,0.14805121128169493,0.2646769001256281,0.40232708752515095,0.19659592875318066,0.3401825310494041,0.06645455468350056,3.150811403451527,0.060258071025900126,0.1639561281883469,0.021058665955990256,0.15166915311892365
template_residual_boosted_stack_new,source_run:pedestal:shape:pileup:saturation,680,7.917486747338588,-2.162955919448013,2.771977094848994,0.003767392977367212,0.3261552703641198,0.3029411764705882,0.2735294117647059,0.9153673072734794,0.13466755057000424,0.13640769976457556,232,7.122147525897691,8.597510812831132,-3.093431924109886,-1.4312277175170607,0.519993188407898,4.831993203685295,0.0018463522375710896,0.005606435712699406,0.2556677681381511,0.3956325955178038,0.24211733403963304,0.3777639364683899,0.1873595258999122,0.3512886987163353,0.030570938956491548,2.195787458199619,0.09784196244578097,0.1874578553625095,0.08816252522039318,0.18739812180705084
deltaE_over_E_likelihood_template,source_run:pedestal:shape:pileup:saturation,680,9.570376164843928,-3.9556868235871723,10.319375213610744,,0.2532979443984549,0.6205882352941177,0.1264705882352941,0.5443999301368301,0.0,0.059963993906661184,232,8.505372341184827,10.425609474575422,-6.522480699071638,-2.0378768679193904,7.6918679558137,12.840997301451244,,,0.17193083400005568,0.32820392821874506,0.5557229813379797,0.687965443049091,0.08471776350989833,0.17303838039597533,0.05750121353017064,2.9980325454146715,0.0,0.0,0.004234302297806237,0.13166598009383612
1d_cnn,source_run:pedestal:shape:pileup:saturation,680,10.395442229229,-3.2409008950538887,7.3208686849429,0.007435971666942555,0.2624188808114815,0.36176470588235293,0.19117647058823528,0.3352611578356832,0.10158382348283657,0.16625121174352586,232,9.409744810042046,11.41181622489697,-3.8903197039647717,-2.186250731884898,3.9723133313403967,9.937170249359117,0.004091910544894657,0.011351857255903491,0.20580650018331537,0.3176402368306192,0.2964907280741754,0.4498245614035088,0.13526911023300178,0.2570769230769231,0.07945384817049327,2.9783414082056074,0.05232302419865138,0.14206820841340642,0.10316313761410639,0.24053737935648822
mlp,source_run:pedestal:shape:pileup:saturation,680,11.688072074247259,-1.3103079485628166,0.43802130410247386,-0.002423427250072579,0.10610373110404109,0.35294117647058826,0.3029411764705882,2.3000840086907974,0.12352290992233857,0.21569034759728578,232,10.2677153343536,13.14601048162554,-2.9171566829459117,-0.06015110797266676,-3.4204559240218266,4.487721287385303,-0.005160783105573653,0.0016245990418354787,0.07541344048653212,0.13560619634631949,0.2883078640440356,0.420071945660917,0.23868461277173914,0.36390272389771827,0.16518076178075122,4.118121888729231,0.08480437485920658,0.16935419570268273,0.15327977872382828,0.2981234443779817
joint_sequence_transformer,source_run:pedestal:shape:pileup:saturation,680,13.254740249119823,-4.345301227817355,9.31261625130043,0.006064076301877202,0.2696270812850665,0.3352941176470588,0.25882352941176473,1.9159697961767712,0.15309788566635626,0.13031436089184328,232,11.399797001686851,15.101484452587437,-5.923782631991922,-3.340070669342012,6.204589164435693,13.701814722636108,0.0035245693818368434,0.009084434067953624,0.2069211981518129,0.32924386585901816,0.26819642857142856,0.4149893842887474,0.19517765168962775,0.3200676157994924,0.06383968751640992,4.760801810382246,0.09583010221386179,0.22259236112644004,0.008729353779682961,0.26492575782362565
