heldout_run,method,method_variant,threshold,n_train,n_test,n_parameters,average_precision,roc_auc,brier,ece,precision,recall,f1,promotion_rate,defer_rate,false_promotion_control_rate,promotion_utility,C,learning_rate,hidden,width,loss_start,loss_end
31,traditional_support_scorecard,traditional_support_scorecard,0.5,973,30,0,1.0,1.0,0.03208355812802339,0.032702476016362725,0.0,0.0,0.0,0.0,1.0,0.0,0.9918243809959093,,,,,,
31,ridge,ridge_C0.3,0.9650770964301625,973,30,26,1.0,1.0,0.01249954754924216,0.05745465430139416,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.0,1.2356363364246514,0.3,,,,,
31,ridge,ridge_C1,0.978237037264056,973,30,26,1.0,1.0,0.0038389929572154305,0.02678664732976397,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.0,1.2433033381675591,1.0,,,,,
31,ridge,ridge_C3,0.984840435426996,973,30,26,1.0,1.0,0.0011869940331856912,0.012411987013753062,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.0,1.2468970032465618,3.0,,,,,
31,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,0.9618065986252045,973,30,26,1.0,1.0,0.0002851285375867724,0.0037754892115797285,0.0,0.0,0.0,0.0,1.0,0.0,0.9990561276971051,,0.03,,,,
31,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.08,0.9995127373041017,973,30,26,1.0,1.0,1.7371405350461103e-07,8.69545206642027e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.9999782613698339,,0.08,,,,
31,mlp,mlp_hidden16,0.19889496266841888,973,30,449,0.16666666666666666,0.8275862068965517,0.05465053760614036,0.1365681144098441,0.1,1.0,0.18181818181818182,0.3333333333333333,0.6666666666666667,0.5,-0.6174753619357944,,,16.0,,,
31,mlp,mlp_hidden32,0.19775385409593582,973,30,897,0.03571428571428571,0.06896551724137934,0.11572128470798361,0.2638013323148092,0.0,0.0,0.0,0.9,0.09999999999999998,1.0,-2.0302360473644163,,,32.0,,,
31,cnn_1d,cnn_1d_width8,0.7345719158649444,973,30,313,1.0,1.0,0.14778070101531035,0.24213671911336931,0.25,1.0,0.4,0.13333333333333333,0.8666666666666667,0.0,1.1894658202216577,,,,8.0,1.3765353812220653,0.7025286599396434
31,support_gated_cnn_new,support_gated_cnn_new_width8,0.924746859073639,973,30,809,1.0,1.0,0.0470160873237435,0.08111668532274197,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.0,1.2297208286693144,,,,8.0,61.70783814276355,0.22304861066826567
32,traditional_support_scorecard,traditional_support_scorecard,0.5,972,31,0,0.0,,5.4536282707720945e-08,4.194323456834862e-05,0.0,0.0,0.0,0.0,1.0,0.0,-1.0485808642087155e-05,,,,,,
32,ridge,ridge_C0.3,0.9660041220460521,972,31,26,0.0,,0.036201574919763176,0.07057449335830647,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,-0.017643623339576617,0.3,,,,,
32,ridge,ridge_C1,0.9806542276614109,972,31,26,0.0,,0.03228088685298352,0.046435633749634955,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,-0.011608908437408739,1.0,,,,,
32,ridge,ridge_C3,0.9873081106640952,972,31,26,0.0,,0.03195795047108908,0.03746149806254545,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,-0.009365374515636363,3.0,,,,,
32,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,0.9663784855181922,972,31,26,0.0,,0.0019398839935615352,0.008614325719816771,0.0,0.0,0.0,0.0,1.0,0.0,-0.002153581429954193,,0.03,,,,
32,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.08,0.9995874796761779,972,31,26,0.0,,0.007863858453075353,0.015935575256500207,0.0,0.0,0.0,0.0,1.0,0.0,-0.003983893814125052,,0.08,,,,
32,mlp,mlp_hidden16,0.3750330224633217,972,31,449,0.0,,0.05721960737782138,0.2183408256499998,0.0,0.0,0.0,0.06451612903225806,0.935483870967742,0.0,-0.05458520641249995,,,16.0,,,
32,mlp,mlp_hidden32,0.3037601038813591,972,31,897,0.0,,0.07953149082866334,0.2726904975791131,0.0,0.0,0.0,0.3548387096774194,0.6451612903225806,0.25,-0.5681726243947782,,,32.0,,,
32,cnn_1d,cnn_1d_width8,0.7278913974761962,972,31,313,0.0,,0.188757664096095,0.2977299436456549,0.0,0.0,0.0,0.16129032258064516,0.8387096774193549,0.0,-0.07443248591141373,,,,8.0,1.3913178713723955,0.7773559934808394
32,support_gated_cnn_new,support_gated_cnn_new_width8,0.9537954926490784,972,31,809,0.0,,0.1186856136979128,0.16868167554991573,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,-0.04217041888747893,,,,8.0,1.1823401196012773,0.24554951568689856
33,traditional_support_scorecard,traditional_support_scorecard,0.5,972,31,0,0.03225806451612903,0.5,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.024193548387096774,,,,,,
33,ridge,ridge_C0.3,0.9627256752622256,972,31,26,1.0,1.0,0.00511831827158316,0.04036835726437662,0.0,0.0,0.0,0.0,1.0,0.0,0.9899079106839058,0.3,,,,,
33,ridge,ridge_C1,0.978654877412378,972,31,26,1.0,1.0,0.0009936354282922021,0.015936962161658023,0.0,0.0,0.0,0.0,1.0,0.0,0.9960157594595855,1.0,,,,,
33,ridge,ridge_C3,0.9855885598128146,972,31,26,1.0,1.0,0.00021165230181505,0.00656882393330304,0.0,0.0,0.0,0.0,1.0,0.0,0.9983577940166742,3.0,,,,,
33,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,0.9648905987436579,972,31,26,1.0,0.9999999999999999,0.014437161773430454,0.022243645454216223,0.0,0.0,0.0,0.0,1.0,0.0,0.9944390886364459,,0.03,,,,
33,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.08,0.9994671974294137,972,31,26,1.0,1.0,0.028472041332717007,0.030293588117983047,0.0,0.0,0.0,0.0,1.0,0.0,0.9924266029705042,,0.08,,,,
33,mlp,mlp_hidden16,0.40112617909908294,972,31,449,1.0,1.0,0.09410499014513435,0.25002567373937173,0.2,1.0,0.33333333333333337,0.16129032258064516,0.8387096774193549,0.0,1.187493581565157,,,16.0,,,
33,mlp,mlp_hidden32,0.4866771697998047,972,31,897,1.0,1.0,0.030839083457578895,0.15419576317071915,1.0,1.0,1.0,0.03225806451612903,0.967741935483871,0.0,1.2114510592073202,,,32.0,,,
33,cnn_1d,cnn_1d_width8,0.7531594038009644,972,31,313,0.125,0.7666666666666666,0.12219745110095877,0.1983031849038488,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,0.0754242037740378,,,,8.0,1.3606231850361137,0.6659644069495024
33,support_gated_cnn_new,support_gated_cnn_new_width8,0.9146604299545288,972,31,809,1.0,1.0,0.01222372488922563,0.05094653761555121,1.0,1.0,1.0,0.03225806451612903,0.967741935483871,0.0,1.2372633655961123,,,,8.0,67.61985293729806,0.22945412987298927
34,traditional_support_scorecard,traditional_support_scorecard,0.5,972,31,0,0.03225806451612903,0.5,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.024193548387096774,,,,,,
34,ridge,ridge_C0.3,0.9636164565341653,972,31,26,1.0,1.0,0.0057049174210562,0.04184410307100667,0.0,0.0,0.0,0.0,1.0,0.0,0.9895389742322483,0.3,,,,,
34,ridge,ridge_C1,0.9782934307189403,972,31,26,1.0,1.0,0.0013495039331262815,0.017539172887270176,0.0,0.0,0.0,0.0,1.0,0.0,0.9956152067781825,1.0,,,,,
34,ridge,ridge_C3,0.9852731299577562,972,31,26,1.0,1.0,0.000399668984407914,0.008256335812607447,0.0,0.0,0.0,0.0,1.0,0.0,0.9979359160468482,3.0,,,,,
34,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,0.9652637257709943,972,31,26,1.0,1.0,0.00174594204909471,0.008219494153805318,0.0,0.0,0.0,0.0,1.0,0.0,0.9979451264615486,,0.03,,,,
34,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.08,0.9995729002252887,972,31,26,1.0,1.0,3.5686114203248085e-07,0.00012148642450632408,0.0,0.0,0.0,0.0,1.0,0.0,0.9999696283938734,,0.08,,,,
34,mlp,mlp_hidden16,0.3034445643424988,972,31,449,0.14285714285714285,0.8,0.06362995262909361,0.16301868627628974,0.0,0.0,0.0,0.16129032258064516,0.8387096774193549,0.0,0.10210247128807041,,,16.0,,,
34,mlp,mlp_hidden32,0.10886935666203498,972,31,897,0.038461538461538464,0.16666666666666663,0.06025840072256991,0.13236422043654228,0.0,0.0,0.0,0.6774193548387096,0.32258064516129037,0.25,-0.49462951664759713,,,32.0,,,
34,cnn_1d,cnn_1d_width8,0.7974286258220672,972,31,313,0.25,0.9,0.15380965950608358,0.24215379193696251,0.0,0.0,0.0,0.06451612903225806,0.935483870967742,0.0,0.18946155201575937,,,,8.0,1.3588804968100026,0.7135736034730825
34,support_gated_cnn_new,support_gated_cnn_new_width8,0.950193190574646,972,31,809,1.0,1.0,0.015287397250894503,0.047514084733495936,1.0,1.0,1.0,0.03225806451612903,0.967741935483871,0.0,1.238121478816626,,,,8.0,7.288089194906101,0.19947394740924915
35,traditional_support_scorecard,traditional_support_scorecard,0.5,972,31,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
35,ridge,ridge_C0.3,0.9660912211284735,972,31,26,0.0,,0.03351247115833794,0.06349006373740754,0.0,0.0,0.0,0.0,1.0,0.0,-0.015872515934351884,0.3,,,,,
35,ridge,ridge_C1,0.9796097991498065,972,31,26,0.0,,0.030242900306769065,0.04233282042220413,0.0,0.0,0.0,0.0,1.0,0.0,-0.010583205105551033,1.0,,,,,
35,ridge,ridge_C3,0.9859432095567647,972,31,26,0.0,,0.02952333039392697,0.03459491448748481,0.0,0.0,0.0,0.0,1.0,0.0,-0.008648728621871202,3.0,,,,,
35,gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,0.9615736327956627,972,31,26,0.0,,0.00015157695774525498,0.002858356819506422,0.0,0.0,0.0,0.0,1.0,0.0,-0.0007145892048766055,,0.03,,,,
