geometry,method,n,n_unsaturated_control,n_saturated,energy_proxy_bias_frac,energy_proxy_res68_frac,unsat_charge_bias_frac,unsat_charge_res68_frac,depth_order_violation_rate,sat_minus_unsat_log_charge_delta,energy_res68_ci95,unsat_charge_res68_ci95,unsat_charge_bias_ci95,depth_violation_rate_ci95,sat_minus_unsat_log_delta_ci95
center_4cm,observed_even_charge,332852,226635,106217,-0.012252491228007093,0.021189225434905888,-0.04960266104194249,0.13990244940975224,0.0,0.8247090227104078,"[0.019811619505209425, 0.022508958792442694]","[0.10613142713012962, 0.17484438825009535]","[-0.06801334280880117, -0.03663869706066487]","[0.0, 0.0]","[0.7621722914503211, 0.9047631133946441]"
center_4cm,traditional_saturated_excluded,226635,226635,0,-0.01580595776473064,0.021294642549167617,-0.04960266104194249,0.13990244940975224,0.0,,"[0.0202678506881304, 0.022370314432876893]","[0.10945327577050513, 0.17287389023717378]","[-0.06682827399622145, -0.03502922170299243]","[0.0, 0.0]","[None, None]"
center_4cm,traditional_template_corrected,332852,226635,106217,-0.016260214111083228,0.02889373883470322,-0.04960266104194249,0.13990244940975224,0.0,1.1202944033657318,"[0.024777722320676814, 0.034959602398529716]","[0.10945327577050513, 0.17287389023717378]","[-0.06682827399622145, -0.03502922170299243]","[0.0, 0.0]","[1.0509002705221604, 1.1832062865281376]"
center_4cm,ml_p07_p04_corrected,332852,226635,106217,0.0007923592869773836,0.014548452065275675,0.002616421694658332,0.06633443249909095,0.0,0.9192250012605213,"[0.014165571606790666, 0.015005129327745377]","[0.057907795384980185, 0.07682608010177744]","[-0.002060451304215537, 0.005790280738066776]","[0.0, 0.0]","[0.8541846718989742, 0.9950396186575234]"
center_2cm,observed_even_charge,332852,226635,106217,-0.011320572456176306,0.019103582006076484,-0.04960266104194249,0.13990244940975224,0.0,0.8247090227104078,"[0.0179759333664902, 0.02018837835042879]","[0.10613142713012962, 0.17484438825009535]","[-0.06801334280880117, -0.03663869706066487]","[0.0, 0.0]","[0.7621722914503211, 0.9047631133946441]"
center_2cm,traditional_saturated_excluded,226635,226635,0,-0.014397421309082673,0.019096997113581992,-0.04960266104194249,0.13990244940975224,0.0,,"[0.01827667203674116, 0.019978941473617364]","[0.10945327577050513, 0.17287389023717378]","[-0.06682827399622145, -0.03502922170299243]","[0.0, 0.0]","[None, None]"
center_2cm,traditional_template_corrected,332852,226635,106217,-0.014807766596413204,0.026926246562907617,-0.04960266104194249,0.13990244940975224,0.0,1.1202944033657318,"[0.02214684590192434, 0.03262421112251109]","[0.10945327577050513, 0.17287389023717378]","[-0.06682827399622145, -0.03502922170299243]","[0.0, 0.0]","[1.0509002705221604, 1.1832062865281376]"
center_2cm,ml_p07_p04_corrected,332852,226635,106217,0.0007262040587779585,0.013379344479276231,0.002616421694658332,0.06633443249909095,0.0,0.9192250012605213,"[0.013089787196226508, 0.013745135525996368]","[0.057907795384980185, 0.07682608010177744]","[-0.002060451304215537, 0.005790280738066776]","[0.0, 0.0]","[0.8541846718989742, 0.9950396186575234]"
zero_4cm,observed_even_charge,332852,226635,106217,-0.025782626806681024,0.06630568052994923,-0.04960266104194249,0.13990244940975224,0.0,0.8247090227104078,"[0.05428427798126356, 0.08794167813701624]","[0.10891905768261832, 0.17548082720964547]","[-0.07066923901525957, -0.0379495318164448]","[0.0, 0.0]","[0.7381513965112594, 0.90572613881462]"
zero_4cm,traditional_saturated_excluded,226635,226635,0,-0.03903847077695372,0.07825857086093801,-0.04960266104194249,0.13990244940975224,0.0,,"[0.05932649481190414, 0.09693488324260209]","[0.10194468726170972, 0.1727504833157413]","[-0.06594958735795789, -0.0360027282025298]","[0.0, 0.0]","[None, None]"
zero_4cm,traditional_template_corrected,332852,226635,106217,-0.03864448234007796,0.10066632986040724,-0.04960266104194249,0.13990244940975224,0.0,1.1202944033657318,"[0.09033992794660173, 0.11007543984855175]","[0.10194468726170972, 0.1727504833157413]","[-0.06594958735795789, -0.0360027282025298]","[0.0, 0.0]","[1.0616331033476312, 1.1811519234569927]"
zero_4cm,ml_p07_p04_corrected,332852,226635,106217,0.001915758634687041,0.03834605817335316,0.002616421694658332,0.06633443249909095,0.0,0.9192250012605213,"[0.03397967291549161, 0.04801158063442073]","[0.05988583414477293, 0.07790867822085598]","[-0.0010429405624945317, 0.005750401545480646]","[0.0, 0.0]","[0.8429895327836043, 0.9916676825504767]"
