method,pid_proxy_auc,pid_proxy_ap,pid_proxy_brier,pid_proxy_ece,n_heldout
1d_cnn,0.8161604207758053,0.8227531703720563,0.1733958879525035,0.052046982614466754,780
saturation_residual_fusion_new,0.8397830374753452,0.8629389145095496,0.16576872499905468,0.06373385204668747,780
gradient_boosted_trees,0.8393228139381985,0.8583823858554323,0.16776676719090095,0.06931684310275776,780
mlp,0.8492833662064431,0.8456474479347789,0.16956703427577186,0.09592871254240387,780
tiny_sequence_transformer,0.7968704799474031,0.7944126384255497,0.20901107048252146,0.13943602985296494,780
ridge,0.8493293885601577,0.8495226073441734,0.18893033785847793,0.16533189739130577,780
analytic_clipped_template_sideband_traditional,0.6225641025641024,0.6679970862787057,0.3596440338330027,0.3385469834955091,780
