method,n_recovered_doublets,coverage_abs_energy_error_le_5pct,coverage_abs_energy_error_le_10pct,coverage_abs_energy_error_le_15pct
1d_cnn,286,0.36363636363636365,0.6468531468531469,0.8111888111888111
analytic_clipped_template_sideband_traditional,162,0.2777777777777778,0.5987654320987654,0.7283950617283951
gradient_boosted_trees,252,0.48412698412698413,0.8095238095238095,0.9365079365079365
mlp,240,0.225,0.4666666666666667,0.675
ridge,271,0.5424354243542435,0.8413284132841329,0.9261992619926199
saturation_residual_fusion_new,257,0.5408560311284046,0.8599221789883269,0.9494163424124513
tiny_sequence_transformer,158,0.4050632911392405,0.6645569620253164,0.8544303797468354
