method,matched_rows,support_collapse_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,purity_at_fixed_efficiency,purity_ci_low,purity_ci_high,bootstrap_valid
traditional_deltae_depth_ridge,7422,0.5270804128966484,0.9615130189157544,0.9293102457160177,0.9861302705818168,0.9750918042392941,0.9532199245670031,0.9906875715507907,0.9828064337215752,0.8899778541082889,0.9972695768060985,500
ridge,7422,0.5270804128966484,0.9070606644053065,0.8430680904575651,0.9550971246026866,0.9305455775899519,0.8847163341144543,0.9606120318107113,0.9583558680367766,0.7160481421525239,0.9887656281529271,500
gradient_boosted_trees,7422,0.5270804128966484,0.9612019561569755,0.9309020559282701,0.982842059550978,0.9771366853925609,0.9554010435936267,0.9901522181793402,0.9877403176372248,0.9185474053855736,0.9988709051994027,500
mlp,7422,0.5270804128966484,0.9616289035622456,0.9358824471442697,0.9821278689281574,0.977391858127359,0.9587564361500501,0.989784681538102,0.9888392857142857,0.9436704627231964,0.9971391070730085,500
cnn_1d,7422,0.5270804128966484,0.8123000310836421,0.7367504323428324,0.8832924743338315,0.8421299082411599,0.7541712434723747,0.9197727413850348,0.7842443018366896,0.679156238037892,0.8901229657935231,500
support_residual_hybrid_mlp_new,7422,0.5270804128966484,0.9936877572699508,0.9873188785191154,0.9979607356072017,0.9940240380940614,0.9886970172829596,0.9984225365619305,0.9983098591549295,0.9964833213942514,0.999766225337487,500
