method,policy,n_heldout_runs,mean_run_sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,mean_run_full_rms_ns,full_rms_ci_low_ns,full_rms_ci_high_ns,mean_run_tail_frac_abs_gt5ns,tail_ci_low,tail_ci_high,mean_acceptance,acceptance_ci_low,acceptance_ci_high,mean_max_support_drift,support_drift_ci_low,support_drift_ci_high,b2_harm_delta_ns,b2_harm_ci_low_ns,b2_harm_ci_high_ns,support_preserving,primary_score
hgb,train95_pathology_interaction_veto,7,2.986116893528529,2.7010913104248053,3.3142360896083276,11.892587557488019,8.442671950284291,15.532281541231145,0.12677065795238202,0.08937884762798752,0.16579545891053465,0.976437374970007,0.9658222850442613,0.9857472601590157,0.056114858851613506,0.03564221865467719,0.08209104441888145,1.0830602869088304,0.8497808478622414,1.3501453967481343,True,2.986116893528529
traditional_explicit_timewalk,train95_pathology_interaction_veto,7,3.008922131173272,2.878552331635612,3.1767957454136466,12.203436065973525,9.120404202063012,15.563297849384773,0.1343003122922833,0.1009423173345207,0.1664015805561837,0.9765554706221689,0.9650604932473565,0.988249156834211,0.04864268187301186,0.023979754068053562,0.07860567889474883,1.1956661821201882,1.0127065860552107,1.3885837398005914,True,3.008922131173272
cnn1d,train95_pathology_interaction_veto,7,3.1033151963152195,2.8650536557442794,3.346027929085867,12.184087955754975,8.829752818297212,15.420246199916855,0.11262607133643363,0.07846398392796805,0.1429018555779119,0.9791217175365877,0.9688475996847347,0.9890397334499922,0.044943133997175214,0.020826882595775423,0.07350233523829731,1.1725800688825323,0.9468537726800123,1.3897216645594985,True,3.1033151963152195
gated_mixer,train95_pathology_interaction_veto,7,3.1211337389264786,2.8905892635432657,3.3936558884102936,12.226466118880653,9.120573663792602,15.744281573586258,0.11607079038042935,0.08718646892490195,0.1458750833631264,0.9789066711324675,0.9674869138078532,0.9888271512285639,0.04343887905220283,0.01996197104090955,0.07539826020915032,1.2053821350533631,0.9799500201851988,1.4882246954345726,True,3.1211337389264786
mlp,train95_pathology_interaction_veto,7,3.270563232945034,2.9646297823355536,3.6190387351531976,11.953308872981328,8.667608766857441,15.507714649027964,0.13221313292976647,0.09778262397269036,0.16738454976692596,0.9765882463140778,0.9672937812241525,0.9861705757218784,0.051175398170548565,0.027753778489061364,0.0778213882049414,1.2053792432512591,0.9318658152749233,1.5144475147356329,True,3.270563232945034
ridge,train95_pathology_interaction_veto,7,3.7109909522356324,3.4807559824044385,4.023591727739608,12.262906801363366,9.161830901739274,15.734688306553346,0.1576063660439102,0.1294788450149044,0.18648461504839878,0.9733911085668643,0.9633053402228,0.982995510034679,0.05040317807289531,0.026791793385355,0.07970768962031366,1.6691411999075771,1.4088634947858536,2.04010797812326,True,3.7109909522356324
